time,S_mixed_0Ua,S_mixed_0.125Ua,S_mixed_0.25Ua,S_mixed_0.375Ua,S_mixed_0.5Ua,S_mixed_0.625Ua,S_mixed_0.75Ua,S_mixed_0.875Ua,S_mixed_1.0Ua
13.92,0.458107926,0.468156846,0.488206355,0.516492547,0.578816127,0.606367034,0.696861464,0.865768032,0.96447684
13.98,0.453793609,0.468625215,0.485522,0.51640948,0.578803472,0.606474873,0.697578268,0.866871859,0.965185634
14.04,0.457682234,0.467355076,0.486657862,0.51387273,0.576182374,0.606968942,0.698082268,0.867584078,0.965641578
14.1,0.459048711,0.470407848,0.488787247,0.516987571,0.579068536,0.607133262,0.697559249,0.867624976,0.965885665
14.16,0.45852493,0.470964124,0.488025245,0.517399059,0.579734424,0.607217839,0.698949047,0.868654177,0.966985539
14.22,0.459886643,0.469829885,0.489571045,0.516082873,0.580132229,0.607570629,0.699855013,0.868531533,0.967618527
14.28,0.460473129,0.471117371,0.489257344,0.517554649,0.580739044,0.609103173,0.700164307,0.870227844,0.967092557
14.34,0.45980938,0.469417442,0.488984393,0.517183435,0.580520198,0.609008098,0.700779535,0.871252558,0.967245257
14.4,0.461878025,0.470481561,0.490247952,0.517932417,0.581328088,0.609659073,0.700479053,0.871672063,0.967438027
14.46,0.462051783,0.471106379,0.490990162,0.518260706,0.582165297,0.609927708,0.701581056,0.872337359,0.968007812
14.52,0.46057465,0.470950697,0.485666382,0.51467132,0.582008186,0.60836835,0.700670653,0.870867724,0.96852741
14.58,0.460216779,0.470194929,0.488499694,0.518596304,0.583337198,0.609932033,0.7044141,0.873084969,0.969272076
14.64,0.453209924,0.471438878,0.490698055,0.518589334,0.583200622,0.611076554,0.704617472,0.872766477,0.968951161
14.7,0.458746603,0.464397445,0.490931247,0.519345638,0.582901989,0.612416847,0.705326866,0.875187466,0.969225236
14.76,0.461262832,0.467152932,0.49190128,0.519527349,0.582654782,0.612452389,0.705575045,0.87576235,0.968512973
14.82,0.46333235,0.471991835,0.490761045,0.520084595,0.583559327,0.610981579,0.705661728,0.876519934,0.969545578
14.88,0.46341927,0.47236512,0.491631454,0.519899937,0.583844424,0.61190239,0.707486214,0.878110197,0.969806926
14.94,0.463622267,0.473831948,0.49100395,0.520249195,0.584059352,0.612328375,0.707691136,0.878743801,0.970554049
