time,S_mixed_0Hz,S_mixed_1Hz_Pi,S_mixed_2Hz_Pi,S_mixed_4Hz_Pi,S_mixed_8Hz_Pi,S_mixed_12Hz_Pi,S_mixed_16Hz_Pi,S_mixed_20Hz_Pi,S_mixed_30Hz_Pi,S_mixed_1Hz_0,S_mixed_2Hz_0,S_mixed_4Hz_0,S_mixed_8Hz_0,S_mixed_12Hz_0,S_mixed_16Hz_0,S_mixed_20Hz_0,S_mixed_30Hz_0
6.6,0.41702934,0.746535402,0.850911029,0.915589825,0.85141879,0.805214515,0.662198087,0.591081367,0.493203253,0.676992517,0.76088653,0.818223171,0.679192412,0.867220567,0.637216277,0.56214129,0.491585479
6.66,0.422989394,0.746989094,0.853888016,0.917825379,0.852919051,0.807333428,0.662769831,0.593624694,0.496259075,0.686329153,0.758295484,0.820809961,0.682360767,0.868891552,0.64542896,0.565316152,0.487587756
6.72,0.421642277,0.747827202,0.856401369,0.917739873,0.85528921,0.808795526,0.664315465,0.595168816,0.494391091,0.688242292,0.759709706,0.824002486,0.687077099,0.869365484,0.648743253,0.57146275,0.488978918
6.78,0.422097367,0.749106231,0.857773754,0.919153408,0.856095586,0.811559655,0.665203155,0.595721107,0.496142487,0.689257927,0.766271725,0.829007408,0.682863128,0.868031446,0.650640909,0.566469645,0.495181013
6.84,0.42360969,0.751760756,0.860260139,0.920207366,0.86005812,0.814127672,0.667453176,0.596157815,0.498618935,0.68899638,0.777474222,0.831049496,0.682059045,0.869542332,0.651308085,0.570307469,0.495696255
6.9,0.422740645,0.754491058,0.861412927,0.923327451,0.861295964,0.816182724,0.66918237,0.595246601,0.498410787,0.689031151,0.781047574,0.831498685,0.684970649,0.8710993,0.650990277,0.567183016,0.49495632
6.96,0.422756977,0.757927731,0.863294943,0.925378293,0.863606699,0.816571855,0.6647428,0.594189036,0.499257702,0.690287371,0.782551297,0.833660947,0.690891624,0.873584168,0.652172218,0.569670533,0.496422863
7.02,0.425314564,0.759406415,0.863779042,0.926725873,0.864468936,0.818744763,0.667103531,0.596403324,0.501743189,0.688671589,0.783436422,0.840806567,0.687397771,0.874671568,0.653204795,0.576378241,0.493425673
7.08,0.423825203,0.761172132,0.867018449,0.926470258,0.866137839,0.820378964,0.670467064,0.596015049,0.500929817,0.687468269,0.780996987,0.842624211,0.685168344,0.875357191,0.652233017,0.572323271,0.495941416
7.14,0.426804212,0.761391769,0.868631267,0.928278965,0.867928883,0.822161169,0.671555518,0.600840325,0.502650655,0.687409457,0.777141327,0.842862125,0.692016725,0.8768245,0.648713028,0.574543671,0.498885306
7.2,0.426818299,0.761638115,0.872543366,0.928952506,0.869648943,0.823833192,0.673219727,0.601834313,0.504691184,0.684423847,0.78183546,0.844439748,0.695504572,0.877760815,0.658025001,0.572609198,0.498965365
7.26,0.422771322,0.762185276,0.874177713,0.931397046,0.870198109,0.825342419,0.673971589,0.600199684,0.503256546,0.684076171,0.786029265,0.846964219,0.69779921,0.87881098,0.658825505,0.57254326,0.497873444
7.32,0.426528245,0.765679503,0.87592279,0.933161804,0.872693502,0.82642281,0.674220757,0.60111949,0.504736412,0.688358784,0.793916834,0.851768655,0.69185828,0.878926573,0.658463811,0.578602924,0.499293092
7.38,0.425922606,0.768793458,0.878773987,0.934585869,0.874195236,0.827773551,0.674771745,0.601724272,0.505907225,0.691423868,0.798430429,0.851882732,0.690983661,0.878343496,0.657070457,0.577912113,0.498171293
7.44,0.425063522,0.770394145,0.878772468,0.934819604,0.875241626,0.827936842,0.67671371,0.60132517,0.503403039,0.692756566,0.802545862,0.852841996,0.700441414,0.878316377,0.65192116,0.583664403,0.501812775
7.5,0.42924914,0.77284686,0.879252867,0.935443417,0.875928562,0.83120485,0.677733307,0.60507267,0.506089566,0.698431836,0.802743553,0.857400791,0.705718139,0.880406103,0.652937919,0.583420235,0.503093421
7.56,0.425917982,0.774753418,0.882413681,0.935837401,0.877177762,0.832092059,0.678396462,0.6061937,0.507368734,0.703687414,0.801456951,0.859454302,0.706286458,0.880281529,0.656550582,0.583748907,0.50010324
7.62,0.427446301,0.775477599,0.882667784,0.936543518,0.878983303,0.833195132,0.678219924,0.602952098,0.507600814,0.712949385,0.800074592,0.861601847,0.708298305,0.880415694,0.667244314,0.587086321,0.504575355
7.68,0.430224196,0.774451236,0.885086282,0.938183396,0.880718994,0.834926578,0.679668972,0.606667936,0.509948904,0.714363945,0.800966701,0.864685392,0.70578455,0.882352947,0.668000687,0.583032662,0.506379359
7.74,0.430442201,0.774970095,0.886461046,0.939864128,0.882910155,0.83554362,0.681915132,0.605231709,0.510496068,0.71520657,0.803446148,0.864903546,0.7113997,0.884713414,0.664066596,0.586966386,0.505202691
7.8,0.429441014,0.778760081,0.887631966,0.941312546,0.884512467,0.836240962,0.682968706,0.609101525,0.509226558,0.715839269,0.810750715,0.868987581,0.705436513,0.885058078,0.664566276,0.586818083,0.507057537
7.86,0.430716009,0.782209833,0.889654531,0.941316837,0.886425915,0.837392291,0.684151238,0.609807532,0.511605326,0.715569704,0.818465574,0.870000722,0.710323802,0.886386441,0.660084007,0.588232254,0.503454385
7.92,0.424925525,0.783991586,0.890295345,0.942306942,0.88872149,0.837436009,0.684439799,0.610716323,0.512030111,0.715271743,0.820353026,0.869704499,0.706739937,0.887247987,0.663884054,0.593413125,0.504350844
7.98,0.428043922,0.786258875,0.891682358,0.942270644,0.889418227,0.839767034,0.685574067,0.611904519,0.50884649,0.71498183,0.820974374,0.872742924,0.709626747,0.886533868,0.668526882,0.591627992,0.509178131
8.04,0.427229323,0.788966819,0.892055969,0.944500864,0.890206472,0.841624544,0.686020855,0.612281649,0.513601364,0.713191725,0.818864367,0.877622837,0.711071451,0.885420689,0.670343786,0.591785552,0.509555224
8.1,0.426873574,0.789750249,0.894164497,0.94473662,0.891760506,0.843297627,0.685862725,0.610049874,0.513961325,0.711455306,0.816126376,0.878323824,0.71373792,0.885991002,0.672053126,0.595449923,0.508976724
8.16,0.432185917,0.790899687,0.895645863,0.945227179,0.893245039,0.844591479,0.687094361,0.612410512,0.515787182,0.711120028,0.815910847,0.878826661,0.714444696,0.887359834,0.672125998,0.594394567,0.511309189
8.22,0.429284174,0.789802798,0.897615937,0.946337558,0.895325912,0.844216446,0.687834657,0.612102237,0.516765287,0.708558879,0.817336615,0.879687107,0.717316013,0.888333899,0.675388215,0.596338172,0.50712534
8.28,0.430936908,0.792518008,0.89817162,0.948193508,0.895326575,0.845973914,0.686857794,0.613927992,0.515711525,0.710962893,0.821066898,0.88294663,0.715197721,0.889050789,0.677527272,0.597712158,0.509255958
8.34,0.434389444,0.794338472,0.899202763,0.948483746,0.897681032,0.846530535,0.689084846,0.615556011,0.514150805,0.714371186,0.830313342,0.885669655,0.718053349,0.890785268,0.672455736,0.597792052,0.512355535
8.4,0.433039644,0.79633668,0.899719125,0.95000814,0.899615092,0.846733296,0.689229291,0.61560052,0.518468334,0.717626195,0.832088945,0.885821514,0.722465182,0.890705345,0.67223549,0.596004088,0.51436812
8.46,0.431603272,0.797529471,0.900974948,0.949612273,0.901728636,0.848249438,0.691239297,0.614937144,0.519410303,0.717289859,0.832797072,0.887594112,0.724299598,0.890791207,0.674303353,0.594922341,0.512839848
8.52,0.433675132,0.79935638,0.901252545,0.949467703,0.901560376,0.849692285,0.69206539,0.616883152,0.518822708,0.725734726,0.832452157,0.89202919,0.724798257,0.892532958,0.680199558,0.59309188,0.514755869
8.58,0.426922274,0.80045499,0.903756186,0.950652195,0.904435329,0.85160636,0.690967967,0.617853343,0.521144579,0.734333237,0.829447138,0.891553236,0.724570006,0.892667311,0.681645399,0.598391171,0.508546505
8.64,0.431992607,0.800900729,0.904240789,0.952974547,0.906534765,0.852204516,0.69275511,0.618847361,0.520946913,0.738812782,0.826335242,0.891847403,0.726942157,0.892643862,0.680179675,0.597848923,0.515669372
8.7,0.432800831,0.799838999,0.904576622,0.953705815,0.908277162,0.852964075,0.6930133,0.619254014,0.513431231,0.740315931,0.827021855,0.892150083,0.728525218,0.891978864,0.684056465,0.599692278,0.519000646
8.76,0.434709968,0.802996133,0.905921832,0.954870543,0.909846125,0.853270475,0.692615969,0.618683874,0.518514893,0.741353947,0.830095437,0.893786023,0.729119088,0.892720394,0.683212339,0.599572483,0.519113134
8.82,0.437743867,0.805528029,0.907030868,0.954173234,0.911074081,0.853387911,0.692579037,0.617691649,0.519078976,0.741163732,0.835425747,0.897454041,0.722845726,0.894088042,0.68290985,0.598234791,0.518236368
8.88,0.437867097,0.807337622,0.908924429,0.95475442,0.912386635,0.85458575,0.693164653,0.62033131,0.522621024,0.740985284,0.842248245,0.898305528,0.725638837,0.894312454,0.687313015,0.602475058,0.519760929
8.94,0.43651061,0.810318494,0.909432829,0.953647031,0.913627631,0.856409173,0.696753386,0.617600698,0.525336945,0.741852507,0.842864156,0.899089926,0.728588996,0.896201933,0.686123259,0.600804159,0.512928637
9,0.438731668,0.812335443,0.90943741,0.956081243,0.913748619,0.856888912,0.697740519,0.621233453,0.525096343,0.741351044,0.842309503,0.902411048,0.732548345,0.89676694,0.68620336,0.599356784,0.518365944
9.06,0.4356314,0.813189967,0.91035769,0.957406291,0.915443837,0.857716982,0.698132424,0.622685882,0.523247862,0.739115165,0.843267142,0.903968059,0.726483227,0.897434446,0.679209288,0.600277845,0.521187408
9.12,0.435878007,0.813612299,0.911282637,0.958423248,0.916008005,0.859467623,0.698835862,0.621535504,0.525530296,0.740415377,0.841327465,0.904673593,0.728512662,0.897391654,0.679626889,0.599639731,0.519966039
9.18,0.438969889,0.813768913,0.913798157,0.957873023,0.917966768,0.859798701,0.698922613,0.623434427,0.522822515,0.737019742,0.83948809,0.906060461,0.733222516,0.898213758,0.684275521,0.605121429,0.521967233
9.24,0.435094515,0.813992826,0.914808303,0.958246443,0.918341881,0.861247208,0.698924053,0.623950336,0.527009363,0.73534062,0.839365422,0.90712073,0.736657773,0.898366007,0.691232409,0.606888617,0.522730419
9.3,0.435780727,0.815484908,0.916263721,0.958342054,0.919214767,0.861201506,0.699678119,0.621769058,0.528994553,0.738415321,0.84325015,0.90962715,0.731198354,0.897971326,0.693608178,0.607460934,0.51972518
9.36,0.436305128,0.816192189,0.917583655,0.959202851,0.920059342,0.862893802,0.700252577,0.624566918,0.526539651,0.738883005,0.849972107,0.910182701,0.73620862,0.898232138,0.694236578,0.606584966,0.524425669
9.42,0.433975661,0.817042548,0.918495621,0.960185467,0.921432214,0.863354099,0.700536288,0.625549963,0.529349273,0.742651077,0.851491061,0.908429857,0.737888838,0.898695691,0.684499044,0.601367986,0.523808883
9.48,0.438744409,0.816452663,0.917931289,0.96137339,0.922497379,0.863708853,0.700985711,0.625995971,0.530446528,0.748149651,0.85234782,0.9104391,0.741942432,0.899810525,0.683176527,0.605579993,0.525063525
9.54,0.440889955,0.817394735,0.918859754,0.96240188,0.923168202,0.863968785,0.701213652,0.626686172,0.527435063,0.752260993,0.851406684,0.913698584,0.737596459,0.899905188,0.684991683,0.607536071,0.527552823
9.6,0.439895442,0.8195533,0.92239185,0.962658712,0.924579382,0.866251176,0.701621414,0.626980447,0.531699204,0.763175339,0.849353451,0.91482821,0.738309037,0.90071372,0.694035689,0.609338649,0.527535095
9.66,0.441356376,0.821014382,0.922750638,0.962225038,0.9255866,0.867615034,0.702160676,0.626272547,0.53230488,0.76530944,0.848559609,0.915121709,0.739507369,0.900847005,0.696417252,0.609399581,0.526583748
9.72,0.441090404,0.821175814,0.924319186,0.96128997,0.926564555,0.868203055,0.702757918,0.627606847,0.53070489,0.76569295,0.848804537,0.914844731,0.743001703,0.901510723,0.697285645,0.607328645,0.529215009
9.78,0.436723705,0.822316188,0.925401471,0.963105815,0.925959817,0.867941694,0.70390685,0.628940081,0.534038158,0.765652474,0.850621524,0.917675339,0.740465415,0.901550961,0.698092584,0.61168655,0.526609891
9.84,0.441116645,0.824851034,0.925508019,0.962997343,0.927789047,0.870131727,0.704785638,0.629455933,0.533148471,0.766072192,0.85756167,0.91929708,0.739298208,0.902827327,0.698516273,0.610014775,0.530600925
9.9,0.441074279,0.82511197,0.927741855,0.96289293,0.928252807,0.870095787,0.701083254,0.629897407,0.533730971,0.764575443,0.858991018,0.919427994,0.742542356,0.902639873,0.69805335,0.611530758,0.530828272
9.96,0.440010527,0.826298434,0.928446407,0.96259463,0.930224105,0.870857698,0.704238506,0.629970262,0.535907652,0.766369483,0.860339064,0.919570481,0.748226605,0.902047489,0.698641072,0.612841262,0.524930186
10.02,0.44322278,0.827748866,0.928225708,0.964408732,0.930617817,0.871551168,0.705517801,0.629798976,0.536641942,0.766391454,0.860526569,0.922976259,0.744812914,0.902290622,0.699172501,0.609270195,0.530263637
10.08,0.442614571,0.828570524,0.929003604,0.964966654,0.932447628,0.871587491,0.707355641,0.630479276,0.534387395,0.763205767,0.856991162,0.922966359,0.743265135,0.901740696,0.697984658,0.614565898,0.531583159
10.14,0.44242916,0.828717218,0.929015128,0.965923476,0.933242376,0.872098348,0.707580275,0.632243634,0.53671531,0.762335968,0.854690165,0.923472299,0.746062273,0.902672158,0.696482796,0.612658239,0.525016402
10.2,0.444423707,0.82872779,0.931266996,0.964986567,0.933773904,0.872418989,0.708974383,0.629280577,0.532906496,0.761754438,0.855095454,0.923306661,0.752038775,0.902689234,0.698324897,0.616196233,0.531797502
10.26,0.443135565,0.829687674,0.931662283,0.965773059,0.933830991,0.873365812,0.709238142,0.63240435,0.533678467,0.760591755,0.858416128,0.925485596,0.751823476,0.904183486,0.699408852,0.617704522,0.530429771
10.32,0.443892629,0.83088157,0.932843382,0.964321585,0.934716619,0.87366778,0.709167861,0.633633776,0.53913613,0.761658523,0.863132964,0.927748515,0.747589788,0.904904691,0.696646165,0.61443234,0.53164982
10.38,0.44479956,0.832580192,0.933538112,0.96576038,0.935570996,0.874185927,0.709903784,0.63455049,0.538668169,0.762605284,0.867608014,0.92760735,0.754133376,0.905375997,0.69796121,0.618799677,0.535592633
10.44,0.443810806,0.832960843,0.934415828,0.96705219,0.937291261,0.875050254,0.71041736,0.633365129,0.537069319,0.77082869,0.86911325,0.92594994,0.757248304,0.905739211,0.702652122,0.615075537,0.536589429
10.5,0.442911008,0.83315634,0.934749799,0.968051139,0.937001269,0.875737023,0.710754182,0.629925371,0.540256092,0.777087056,0.868928266,0.927668452,0.757443663,0.906596537,0.705105512,0.619775363,0.536566247
10.56,0.442941572,0.835330131,0.93536729,0.96783459,0.937873308,0.876325955,0.707825001,0.631459001,0.537356357,0.780547612,0.867524822,0.929697394,0.752519406,0.9071414,0.703684826,0.62181562,0.53727268
10.62,0.441656055,0.83461925,0.936407196,0.967917997,0.93893602,0.876834602,0.712599685,0.636664816,0.539766404,0.786888935,0.86461794,0.931591824,0.757721932,0.906304791,0.706223689,0.617717171,0.53423272
10.68,0.446021916,0.83486769,0.937953212,0.967766554,0.939981843,0.877186525,0.713570027,0.63716395,0.54345275,0.789810052,0.86299043,0.932129199,0.7598257,0.90610969,0.697616908,0.621686598,0.534058371
10.74,0.44722275,0.834819223,0.938814331,0.968588892,0.939876274,0.878195603,0.715248231,0.63686864,0.543159669,0.790686293,0.864702787,0.933034802,0.762012699,0.906615457,0.70045316,0.617484956,0.537119954
10.8,0.44697662,0.838687418,0.939586596,0.969231186,0.939939397,0.879504146,0.714111737,0.636962642,0.543932369,0.790933046,0.86847763,0.935199464,0.759671389,0.906309579,0.703665853,0.618599342,0.538708439
10.86,0.447455871,0.841460466,0.940434609,0.969655376,0.941719429,0.880288648,0.714774902,0.636054199,0.54511919,0.79037417,0.874655292,0.935007837,0.763752853,0.906446482,0.708564825,0.619772924,0.53772886
10.92,0.447843391,0.842169973,0.94081104,0.969855739,0.94200856,0.880659122,0.715297247,0.637069687,0.5440243,0.790267868,0.87603617,0.934169376,0.764652214,0.907668553,0.708153632,0.616228895,0.539127489
10.98,0.44673711,0.843025408,0.941651655,0.969504661,0.943993051,0.881847188,0.713997464,0.638851186,0.541963379,0.790855252,0.876537064,0.93457266,0.767105798,0.908559741,0.709664765,0.621537674,0.53583281
11.04,0.448123364,0.845460692,0.941872351,0.970232908,0.943041829,0.881601405,0.716717909,0.639499864,0.543760399,0.78965376,0.875190549,0.937540882,0.762100359,0.908613418,0.706187233,0.619729463,0.538732111
11.1,0.443463235,0.845495466,0.942405,0.969946215,0.944427015,0.882648406,0.718057601,0.63615394,0.540896227,0.787211076,0.871938551,0.938669103,0.761661107,0.909132509,0.705786531,0.623965727,0.539794589
11.16,0.44689069,0.846117383,0.942181588,0.970651844,0.943885088,0.883178906,0.718851462,0.63460783,0.542597482,0.786840825,0.871559692,0.939511797,0.763339039,0.910319286,0.706114508,0.626187981,0.53949135
11.22,0.44938172,0.845550416,0.943660342,0.970377504,0.94443931,0.883784036,0.719706587,0.635717477,0.546261555,0.784507876,0.871250498,0.940861126,0.76966349,0.910761632,0.709708639,0.623644279,0.540886806
11.28,0.448296429,0.847824249,0.943829973,0.969971161,0.944806246,0.883720387,0.720704106,0.639531697,0.544210154,0.785170154,0.873712619,0.942377897,0.767721519,0.909881169,0.711629887,0.62674356,0.543302363
11.34,0.448849656,0.849686784,0.943570112,0.970897759,0.94449273,0.884014107,0.719735054,0.641560852,0.545023722,0.786257015,0.876416455,0.942153682,0.765375108,0.910397594,0.713485637,0.621025852,0.537928566
11.4,0.44860492,0.85069987,0.945072174,0.971999106,0.945756086,0.885044958,0.719396883,0.641946454,0.547509602,0.789229677,0.881503012,0.942697828,0.77069061,0.910092089,0.706929663,0.624009343,0.541845904
11.46,0.445373252,0.852100802,0.945872475,0.9725697,0.946393461,0.885462206,0.721363435,0.642253043,0.547498751,0.791171353,0.883155594,0.942282993,0.773959729,0.909481772,0.70641546,0.627552317,0.542330079
11.52,0.448530336,0.85358152,0.945219159,0.972694329,0.947787299,0.886494504,0.722816562,0.641434441,0.547682761,0.797865676,0.883300157,0.944071536,0.775055259,0.90974852,0.706698186,0.628109054,0.544664775
11.58,0.447758476,0.854234689,0.945607954,0.972380066,0.948279079,0.888044287,0.723671023,0.636644175,0.549596234,0.803140649,0.882629243,0.944584134,0.771659991,0.910839625,0.714063827,0.630998879,0.54635527
11.64,0.446052784,0.854045374,0.946292955,0.972920844,0.947433574,0.888368263,0.724441906,0.63849362,0.547716753,0.804312484,0.878585565,0.944566195,0.776972519,0.910738022,0.716680339,0.626597198,0.545964432
11.7,0.450558267,0.854028736,0.947444591,0.973264645,0.947366985,0.888733293,0.724027974,0.636515541,0.549352673,0.804863997,0.879275478,0.944411802,0.777405347,0.91108096,0.717220122,0.626906092,0.539174674
11.76,0.449955194,0.854002968,0.947095731,0.97413493,0.947374082,0.889762105,0.723034026,0.643500856,0.550587504,0.805063897,0.88177311,0.946682993,0.777939998,0.912082443,0.717742358,0.628520962,0.543447214
11.82,0.448391095,0.85602895,0.949338259,0.974599958,0.948107093,0.88972058,0.72557299,0.644765039,0.548309286,0.805579694,0.884591384,0.948673977,0.772429071,0.912188665,0.715338044,0.629991804,0.544227436
11.88,0.451921363,0.857344244,0.950088621,0.974290608,0.949234398,0.890646449,0.726002602,0.640833931,0.551561253,0.80562285,0.88980854,0.948755488,0.777252869,0.912878688,0.711199187,0.631569797,0.547179407
11.94,0.451773409,0.859639171,0.953116529,0.973666178,0.950585281,0.889294953,0.726577733,0.643890155,0.551848593,0.804530213,0.890794783,0.948995823,0.779286892,0.912935223,0.713224179,0.631669189,0.549053275
12,0.452289658,0.859783178,0.953673783,0.97462173,0.950247811,0.891594709,0.726799724,0.642879412,0.54945874,0.803963854,0.890674118,0.948257,0.782869532,0.912958504,0.718894139,0.633703059,0.548455065
12.06,0.451976379,0.86098782,0.953649107,0.975355221,0.950828433,0.890992484,0.726999034,0.646405767,0.551413919,0.80216922,0.888913653,0.950084051,0.77859147,0.912783888,0.716574528,0.634540802,0.543714079
12.12,0.451969117,0.861099798,0.953333796,0.97559725,0.9513508,0.892053323,0.727765157,0.646967824,0.553181492,0.800112912,0.887400242,0.950815718,0.783108097,0.912181971,0.71845623,0.630573073,0.546481002
12.18,0.451432835,0.861062501,0.954121581,0.97574351,0.951842579,0.89289082,0.72812547,0.647833425,0.548975265,0.799718,0.886121752,0.950772396,0.782253722,0.91186155,0.720810215,0.634822328,0.546277944
12.24,0.451897562,0.860472128,0.955084697,0.97573775,0.951319973,0.893859638,0.728857742,0.647600794,0.551237968,0.799966796,0.88833043,0.95149654,0.786396471,0.911580398,0.71824231,0.635436806,0.550813264
12.3,0.450204739,0.863068023,0.955035856,0.975430923,0.952702163,0.892733477,0.728498498,0.64640402,0.553806986,0.802366259,0.891625556,0.952447594,0.780942736,0.911625633,0.719815659,0.631303409,0.551526296
12.36,0.451981432,0.86542674,0.956137288,0.975527282,0.953111298,0.892818793,0.729517436,0.63793928,0.550338335,0.801433026,0.897452292,0.950969657,0.785697206,0.912709025,0.721773567,0.635060552,0.550529891
12.42,0.452743356,0.866851536,0.957023414,0.975928973,0.952732108,0.894077566,0.728438838,0.641011921,0.553322157,0.801682156,0.897873211,0.95193956,0.785965496,0.913325337,0.715072648,0.635276866,0.548650473
12.48,0.450335661,0.868427977,0.957049091,0.977043943,0.954179051,0.894762631,0.731469312,0.645115322,0.555259298,0.805530085,0.898388354,0.951899637,0.788778604,0.91469134,0.715650476,0.635240867,0.549626512
12.54,0.452390326,0.870370519,0.958962251,0.977260949,0.953983276,0.895653774,0.731823344,0.650237586,0.554212967,0.805934884,0.89777219,0.953613677,0.783907623,0.914966806,0.717940161,0.636580238,0.547692617
12.6,0.45270836,0.869679473,0.958709731,0.976706885,0.955013383,0.896023951,0.73252452,0.651360228,0.555848583,0.814924843,0.894689818,0.954936665,0.786985002,0.915139425,0.72300771,0.634212399,0.550163279
12.66,0.453395077,0.869986155,0.959886772,0.975823437,0.954196048,0.897117544,0.733570131,0.651571201,0.557298936,0.818033121,0.893247748,0.955186605,0.787183719,0.91545771,0.724166191,0.631676386,0.552601485
12.72,0.454466696,0.868045345,0.959611205,0.976201702,0.955780627,0.897074202,0.733614904,0.652150978,0.552661225,0.818473844,0.896309399,0.955748899,0.790612728,0.914839938,0.725217553,0.633717952,0.549284278
12.78,0.454000925,0.870517769,0.959361463,0.975583311,0.955219413,0.896906895,0.734208361,0.65260385,0.556263372,0.818756877,0.898397689,0.956570811,0.789250241,0.914293786,0.722634995,0.630009399,0.549012368
12.84,0.450800707,0.872503042,0.959253686,0.976877637,0.956471746,0.89727108,0.734087899,0.651680787,0.558393249,0.817987857,0.902647433,0.95648919,0.788180512,0.914490982,0.721344127,0.635714329,0.553626264
12.9,0.453953548,0.874245946,0.96025216,0.977661593,0.955649719,0.898337989,0.734622248,0.653137008,0.558466993,0.818128527,0.903959829,0.956251941,0.789337097,0.914894825,0.72222877,0.634830561,0.55302265
12.96,0.452839839,0.873535833,0.961193766,0.977918096,0.957188946,0.89861329,0.735282293,0.653936126,0.559895867,0.818103696,0.904460642,0.956613503,0.794303372,0.914892464,0.726230309,0.636606177,0.555455584
13.02,0.453311592,0.873794937,0.961012606,0.977644367,0.95669586,0.898192997,0.735338694,0.654405178,0.559093406,0.818344659,0.904171008,0.956076922,0.793975656,0.915548816,0.726104286,0.638680477,0.556744323
13.08,0.455732787,0.874536432,0.961201027,0.977319369,0.957666666,0.898607996,0.73448805,0.654374598,0.553831007,0.818232909,0.90256,0.958066986,0.794473125,0.916686923,0.723834843,0.632479275,0.552816976
13.14,0.453656186,0.875276127,0.96184071,0.977778329,0.958052587,0.898819522,0.729464869,0.655593562,0.557719499,0.813275946,0.900739842,0.959184509,0.795270885,0.917685549,0.722510399,0.633314078,0.553845528
13.2,0.455083156,0.875202315,0.96291025,0.976485702,0.95809595,0.899109086,0.736174474,0.655247385,0.559456689,0.811882125,0.900999503,0.95840413,0.795797643,0.917427786,0.719242657,0.63016916,0.554326273
13.26,0.456226789,0.874854802,0.963089696,0.977919304,0.958652777,0.899519432,0.73765576,0.656020566,0.560902445,0.813514616,0.903465497,0.960331459,0.796179851,0.9183431,0.722670496,0.63361123,0.556373318
13.32,0.454022951,0.876503889,0.962894,0.979239458,0.958122688,0.900136315,0.736709043,0.656107055,0.562300174,0.813728391,0.908757298,0.960521353,0.792337829,0.917908233,0.728165933,0.637604797,0.558281507
13.38,0.453985801,0.876605584,0.962705593,0.978727016,0.958496877,0.900155208,0.737151547,0.656735197,0.561632448,0.815885373,0.91116788,0.960908247,0.794669715,0.91784499,0.730901998,0.638146654,0.559434898
13.44,0.455095899,0.87782096,0.963492492,0.978504851,0.959294928,0.900769127,0.737407819,0.656518178,0.561316534,0.817567917,0.912198999,0.961140561,0.796263593,0.916404249,0.730997386,0.639806243,0.555002339
13.5,0.451516517,0.879189227,0.96376932,0.978735794,0.959598927,0.900894924,0.738761415,0.655764843,0.562802356,0.821296461,0.911830098,0.961270301,0.799545014,0.916750306,0.731403113,0.636476353,0.558575477
13.56,0.455613461,0.879201879,0.964272772,0.978640234,0.960459442,0.90187074,0.73930655,0.650330771,0.56247565,0.828639502,0.910616613,0.962426024,0.796068277,0.916223498,0.731537406,0.634441542,0.555935938
13.62,0.454620681,0.878801802,0.964563621,0.978835852,0.960597032,0.901989178,0.739750257,0.655970771,0.560049235,0.830992711,0.909241891,0.962528411,0.799843642,0.915901449,0.725445999,0.636469832,0.55648533
13.68,0.457568753,0.87857409,0.964330739,0.980260477,0.959889559,0.902592799,0.73906231,0.656852595,0.562712575,0.831518483,0.908456208,0.962555675,0.799611979,0.916924873,0.727843032,0.637809541,0.560768804
13.74,0.458636664,0.87931504,0.964615734,0.979591658,0.960025488,0.902987996,0.739826271,0.657504336,0.563425391,0.831694635,0.909065293,0.96278615,0.804631838,0.917116248,0.72229816,0.640945222,0.560399008
13.8,0.45827885,0.879496377,0.96369858,0.979039423,0.959375143,0.903819654,0.737581244,0.659626551,0.563849932,0.83123832,0.910837275,0.96417702,0.79841257,0.917880663,0.729957751,0.640568868,0.562326634
13.86,0.457418883,0.881897652,0.964436331,0.97984469,0.96088998,0.904426814,0.739593613,0.659909444,0.565398242,0.831535103,0.915792009,0.963481426,0.802271477,0.918977962,0.732555997,0.637365513,0.563224579
13.92,0.458107926,0.883404975,0.96447684,0.980506289,0.961474346,0.904090236,0.740529079,0.657973831,0.565044335,0.83121784,0.916403358,0.963486218,0.804408211,0.919652459,0.73173133,0.639077464,0.559632073
13.98,0.453793609,0.884007351,0.965185634,0.980727835,0.962517019,0.904347471,0.740909461,0.659903225,0.565113937,0.831254603,0.917126884,0.96377789,0.80792458,0.919522297,0.733224792,0.635190826,0.559649275
14.04,0.457682234,0.885454998,0.965641578,0.980400827,0.962375515,0.905890165,0.74144054,0.659975424,0.566059113,0.829950473,0.916560287,0.964409355,0.802417885,0.919940914,0.731824684,0.638219156,0.562186791
14.1,0.459048711,0.885492478,0.965885665,0.979670736,0.961369024,0.906506721,0.741898825,0.660784454,0.566415674,0.828608115,0.91336832,0.965461981,0.8047695,0.919549767,0.730377327,0.638089563,0.562150349
14.16,0.45852493,0.885290802,0.966985539,0.979310493,0.960530703,0.906066266,0.741979106,0.661167943,0.561036977,0.827523502,0.912165874,0.966150154,0.806813106,0.919435308,0.729588266,0.638526637,0.564402981
14.22,0.459886643,0.884917092,0.967618527,0.979101246,0.960402739,0.907249751,0.741881436,0.660565678,0.565057649,0.827629764,0.914509079,0.966459714,0.810101356,0.918393602,0.730580706,0.641594073,0.565294883
14.28,0.460473129,0.886715036,0.967092557,0.980360823,0.963070554,0.90786069,0.741886916,0.659623523,0.565139873,0.826730534,0.916669237,0.967090911,0.807524887,0.917898882,0.733954893,0.637161291,0.562727972
