phase_combined,theta_t_combined,theta_t_combined_fit,phase_natural,theta_t_Natural,theta_t_Natural_fit,phase_induced,theta_t_induced,theta_t_induced_fit
0.021991149,-29.450621,-34.31426361,0.388448507,-12.26068,-9.6602,5.673716332,-4.304558,-5.982182
0.025132741,-29.387502,-34.30135843,0.393006958,-12.519433,-9.643144,5.698849074,-4.300125,-6.078273
0.028274334,-29.37551,-34.28692433,0.39756855,-12.714547,-9.625887,5.723981815,-4.43385,-6.170525
0.031415927,-29.38361,-34.27095981,0.402130143,-12.864834,-9.60843,5.749114556,-4.598889,-6.258881
0.034557519,-27.586838,-34.25346353,0.406691735,-12.931146,-9.590773,5.774247297,-9.89053,-6.343285
0.037699112,-27.608532,-34.23443423,0.411253328,-12.876725,-9.572916,5.799380039,-9.90459,-6.423683
0.040840704,-27.805858,-34.21387079,0.415811779,-12.526443,-9.55486,5.82451278,-10.026592,-6.500025
0.043982297,-27.913279,-34.19177222,0.420373371,-12.127747,-9.536605,5.849645521,-9.924898,-6.572262
0.04712389,-27.897178,-34.16813763,0.424934964,-12.086705,-9.518152,5.874778262,-9.856533,-6.64035
0.050265482,-29.813476,-34.14296627,0.429496556,-11.717919,-9.499501,5.899911003,-9.795844,-6.704244
0.053407075,-29.910634,-34.1162575,0.434058149,-11.352664,-9.480653,5.925043745,-9.721848,-6.763905
0.056548668,-30.063551,-34.08801082,0.4386166,-11.078256,-9.461606,5.950176486,-9.623034,-6.819294
0.05969026,-30.168295,-34.05822583,0.443178192,-10.865471,-9.442364,5.975309227,-9.544962,-6.870378
0.062831853,-30.293436,-34.02690228,0.447739785,-10.68457,-9.422924,6.000441968,-9.511594,-6.917123
0.065973446,-30.396837,-33.99404,0.452301378,-10.520281,-9.403289,6.02557471,-9.526999,-6.959501
0.069115038,-30.274338,-33.95963899,0.45686297,-10.453043,-9.383458,6.050707451,-9.367863,-6.997483
0.072256631,-30.198323,-33.92369934,0.461421421,-10.509985,-9.363431,6.075840192,-9.432084,-7.031047
0.075398224,-30.019475,-33.88622128,0.465983014,-10.741433,-9.34321,6.100972933,-9.655141,-7.060172
0.078539816,-29.810278,-33.84720515,0.470544606,-11.059344,-9.322795,6.126105675,-9.622407,-7.084838
0.081681409,-29.325851,-33.80665142,0.475106199,-11.429457,-9.302185,6.151238416,-9.518208,-7.10503
0.084823002,-28.864558,-33.76456068,0.479667791,-11.494958,-9.281382,6.176371157,-9.356133,-7.120736
0.087964594,-28.454857,-33.72093365,0.484226242,-11.635936,-9.260386,6.201503898,-9.121503,-7.131946
0.091106187,-27.966292,-33.67577116,0.488787835,-11.759494,-9.239197,6.226636639,-8.829268,-7.138652
0.09424778,-27.713322,-33.62907416,0.493349427,-11.82591,-9.217815,6.251769381,-8.479262,-7.14085
0.097389372,-27.666479,-33.58084375,0.49791102,-11.767024,-9.196242,6.276902122,-8.314469,-7.138539
0.100530965,-27.784681,-33.53108111,0.502472612,-11.695465,-9.174478,6.302034863,-8.305443,-7.13172
0.103672558,-28.045945,-33.47978759,0.507031063,-11.722889,-9.152523,6.327167604,-8.05727,-7.120398
0.10681415,-28.453933,-33.42696462,0.511592656,-11.777548,-9.130377,6.352300346,-7.966239,-7.10458
0.109955743,-29.020138,-33.37261377,0.516154248,-11.877005,-9.108041,6.377433087,-7.874349,-7.084275
0.113097336,-29.430854,-33.31673674,0.520715841,-11.826028,-9.085516,6.402565828,-3.508233,-7.059497
0.116238928,-29.656301,-33.25933534,0.525277433,-11.680837,-9.062802,6.427698569,-3.583042,-7.030262
0.119380521,-29.680417,-33.2004115,0.529835884,-11.506184,-9.039899,6.45283131,-3.703612,-6.996587
0.122522113,-29.724322,-33.13996727,0.534397477,-11.266344,-9.016808,6.477964052,-3.844533,-6.958494
0.125663706,-27.675851,-33.07800485,0.538959069,-11.221354,-8.99353,6.503096793,-3.964866,-6.916007
0.128805299,-27.419703,-33.01452652,0.543520662,-11.172702,-8.970064,6.528229534,-4.087494,-6.869153
0.131946891,-27.127026,-32.94953471,0.548082254,-11.37205,-8.946412,6.553362275,-4.272877,-6.817961
0.135088484,-26.869102,-32.88303196,0.552640705,-11.288112,-8.922573,6.578495017,-4.546284,-6.762464
0.138230077,-26.706114,-32.81502092,0.557202298,-11.10916,-8.898549,6.603627758,-4.807008,-6.702697
0.141371669,-26.666092,-32.74550439,0.56176389,-10.871483,-8.87434,6.628760499,-5.245259,-6.638697
0.144513262,-29.183361,-32.67448526,0.566325483,-10.855858,-8.849946,6.65389324,-9.235573,-6.570506
0.147654855,-29.559215,-32.60196655,0.570887075,-10.744709,-8.825368,6.679025982,-9.27516,-6.498165
0.150796447,-29.996681,-32.52795141,0.575445526,-11.086653,-8.800606,6.704158723,-5.709531,-6.421721
0.15393804,-30.433,-32.4524431,0.580007119,-11.314617,-8.775662,6.729291464,-5.736353,-6.341222
0.157079633,-30.692554,-32.375445,0.584568711,-11.623326,-8.750534,6.754424205,-5.696845,-6.256719
0.160221225,-31.073114,-32.2969606,0.589130304,-11.904799,-8.725225,6.779556946,-8.802947,-6.168265
0.163362818,-31.254039,-32.21699354,0.593691896,-12.156305,-8.699734,6.804689688,-8.497942,-6.075915
0.166504411,-31.230823,-32.13554754,0.598250347,-12.452111,-8.674062,6.829822429,-8.127356,-5.97973
0.169646003,-31.061066,-32.05262647,0.60281194,-12.655895,-8.648209,6.85495517,-5.071812,-5.879768
0.172787596,-30.855992,-31.96823428,0.607373532,-12.711927,-8.622176,6.880087911,-4.892169,-5.776093
0.175929189,-30.623604,-31.88237508,0.611935125,-12.6236,-8.595965,6.905220653,-4.736057,-5.668772
0.179070781,-30.358339,-31.79505308,0.616496718,-12.427441,-8.569574,6.930353394,-4.618985,-5.55787
0.182212374,-30.042881,-31.70627259,0.621055169,-12.056104,-8.543005,6.955486135,-4.516255,-5.443459
0.185353967,-29.935724,-31.61603806,0.625616761,-11.575226,-8.516258,6.980618876,-4.378647,-5.325611
0.188495559,-29.897214,-31.52435404,0.630178354,-11.012703,-8.489334,7.005751618,-4.214753,-5.2044
0.191637152,-29.91425,-31.43122521,0.634739946,-10.339011,-8.462233,7.030884359,-4.037746,-5.079902
0.194778745,-29.905333,-31.33665636,0.639301539,-9.67686,-8.434956,7.0560171,-3.935938,-4.952197
0.197920337,-29.87095,-31.24065239,0.64385999,-8.950793,-8.407504,7.081149841,-3.75504,-4.821364
0.20106193,-29.789418,-31.14321832,0.648421582,-8.366325,-8.379877,,,
0.204203522,-29.7129,-31.04435928,0.652983175,-7.990233,-8.352075,,,
0.207345115,-29.734533,-30.94408051,0.657544767,-7.707769,-8.3241,,,
0.210486708,-29.886527,-30.84238739,0.66210636,-7.510583,-8.295951,,,
0.2136283,-30.111718,-30.73928536,0.666664811,-7.462583,-8.26763,,,
0.216769893,-30.333531,-30.63478004,0.671226403,-7.565691,-8.239137,,,
0.219911486,-30.468427,-30.5288771,0.675787996,-7.659858,-8.210472,,,
0.223053078,-30.699446,-30.42158235,0.680349588,-8.061406,-8.181637,,,
0.226194671,-30.996426,-30.31290173,0.684911181,-8.544844,-8.152631,,,
0.229336264,-31.372843,-30.20284125,0.689469632,-9.079934,-8.123456,,,
0.232477856,-31.738512,-30.09140705,0.694031224,-9.627142,-8.094111,,,
0.235619449,-31.939557,-29.97860539,0.698592817,-10.003879,-8.064598,,,
0.238761042,-32.083608,-29.86444262,0.703154409,-10.238561,-8.034918,,,
0.241902634,-31.999717,-29.74892521,0.707716002,-10.295221,-8.00507,,,
0.245044227,-31.770114,-29.63205973,0.712274453,-10.24478,-7.975056,,,
0.24818582,-31.357821,-29.51385287,0.716836045,-10.114711,-7.944875,,,
0.251327412,-30.793257,-29.3943114,0.721397638,-9.9232,-7.91453,,,
0.254469005,-30.135651,-29.27344224,0.72595923,-9.616597,-7.884019,,,
0.257610598,-29.338623,-29.15125238,0.730520823,-9.205718,-7.853345,,,
0.26075219,-28.539328,-29.02774892,0.735079274,-8.978933,-7.822507,,,
0.263893783,-27.807263,-28.90293907,0.739640866,-8.469968,-7.791507,,,
0.267035376,-27.04859,-28.77683015,0.744202459,-7.921518,-7.760344,,,
0.270176968,-26.445378,-28.64942957,0.748764051,-7.790344,-7.72902,,,
0.273318561,-25.932015,-28.52074486,0.753325644,-7.786095,-7.697535,,,
0.276460154,-25.622874,-28.39078363,0.757884095,-7.866773,-7.66589,,,
0.279601746,-25.495576,-28.25955362,0.762445687,-7.936862,-7.634085,,,
0.282743339,-25.618072,-28.12706263,0.76700728,-8.01408,-7.602122,,,
0.285884931,-25.861485,-27.9933186,0.771568873,-8.095342,-7.57,,,
0.289026524,-26.214738,-27.85832956,0.776130465,-8.149232,-7.537721,,,
0.292168117,-26.522239,-27.72210361,0.780688916,-8.258939,-7.505285,,,
0.295309709,-27.032627,-27.58464898,0.785250509,-8.220645,-7.472693,,,
0.298451302,-27.603724,-27.44597399,0.789812101,-8.048364,-7.439945,,,
0.301592895,-28.202399,-27.30608705,0.794373694,-7.5862,-7.407043,,,
0.304734487,-28.685967,-27.16499668,0.798935286,-7.264243,-7.373986,,,
0.30787608,-29.020908,-27.02271147,0.803493737,-6.978336,-7.340776,,,
0.311017673,-29.257114,-26.87924013,0.80805533,-6.677785,-7.307413,,,
0.314159265,-29.376603,-26.73459144,0.812616922,-6.498121,-7.273898,,,
0.317300858,-29.454446,-26.5887743,0.817178515,-6.473443,-7.240232,,,
0.320442451,-29.534405,-26.44179768,0.821740107,-6.567476,-7.206415,,,
0.323584043,-29.58142,-26.29367066,0.826298558,-6.963547,-7.172449,,,
0.326725636,-29.484767,-26.14440239,0.830860151,-7.000717,-7.138333,,,
0.329867229,-29.251067,-25.99400212,0.835421743,-7.26955,-7.104068,,,
0.333008821,-28.988054,-25.84247919,0.839983336,-7.5481,-7.069656,,,
0.336150414,-28.588329,-25.68984303,0.844544928,-7.690699,-7.035096,,,
0.339292007,-28.016412,-25.53610316,0.849103379,-7.917684,-7.00039,,,
0.342433599,-27.354301,-25.38126918,0.853664972,-8.150387,-6.965539,,,
0.345575192,-26.69032,-25.22535077,0.858226564,-8.361159,-6.930542,,,
0.348716785,-26.072049,-25.0683577,0.862788157,-8.480562,-6.895402,,,
0.351858377,-25.590517,-24.91029985,0.867349749,-8.583205,-6.860117,,,
0.35499997,-25.181212,-24.75118714,0.8719082,-8.633392,-6.824691,,,
0.358141563,-24.883321,-24.59102959,0.876469793,-8.697952,-6.789122,,,
0.361283155,-24.68846,-24.42983733,0.881031385,-8.919372,-6.753412,,,
0.364424748,-24.524226,-24.26762052,0.885592978,-9.349149,-6.717561,,,
0.36756634,-24.431369,-24.10438943,0.89015457,-9.701334,-6.68157,,,
0.370707933,-24.378252,-23.94015442,0.894713021,-9.920781,-6.645441,,,
0.373849526,-24.348781,-23.7749259,0.899274614,-9.957169,-6.609173,,,
0.376991118,-24.33034,-23.60871437,0.903836206,-9.774743,-6.572768,,,
0.380132711,-24.262244,-23.44153041,0.908397799,-9.410531,-6.536226,,,
0.383274304,-24.14486,-23.27338468,0.912959392,-8.956988,-6.499548,,,
0.386415896,-23.973452,-23.10428789,0.917517842,-8.483595,-6.462735,,,
0.389557489,-23.682046,-22.93425086,0.922079435,-8.063073,-6.425787,,,
0.392699082,-23.296192,-22.76328444,0.926641028,-7.702688,-6.388705,,,
0.395840674,-22.875946,-22.5913996,0.93120262,-6.986007,-6.351491,,,
0.398982267,-22.466523,-22.41860735,0.935764213,-6.688961,-6.314144,,,
0.40212386,-21.893253,-22.24491876,0.940322664,-6.438951,-6.276666,,,
0.405265452,-21.531766,-22.07034501,0.944884256,-6.198198,-6.239058,,,
0.408407045,-21.477313,-21.8948973,0.949445849,-5.996981,-6.20132,,,
0.411548638,-21.315698,-21.71858694,0.954007441,-6.05772,-6.163452,,,
0.41469023,-21.202174,-21.54142528,0.958569034,-5.697358,-6.125457,,,
0.417831823,-21.10666,-21.36342373,0.963127485,-5.629547,-6.087333,,,
0.420973416,-21.083328,-21.1845938,0.967689077,-5.530611,-6.049084,,,
0.424115008,-21.092013,-21.00494702,0.97225067,-5.343815,-6.010708,,,
0.427256601,-21.101626,-20.824495,0.976812262,-4.951209,-5.972207,,,
0.430398194,-21.021541,-20.64324943,0.981373855,-4.485949,-5.933582,,,
0.433539786,-20.897148,-20.46122204,0.985932306,-4.285305,-5.894834,,,
0.436681379,-20.755929,-20.27842461,0.990493898,-4.325501,-5.855963,,,
0.439822972,-20.685454,-20.094869,0.995055491,-4.520011,-5.81697,,,
0.442964564,-20.63165,-19.91056712,0.999617083,-5.018848,-5.777856,,,
0.446106157,-20.60222,-19.72553093,1.004178676,-5.504995,-5.738622,,,
0.449247749,-20.587252,-19.53977245,1.008737127,-5.970426,-5.699268,,,
0.452389342,-20.739006,-19.35330375,1.013298719,-6.643187,-5.659796,,,
0.455530935,-20.844123,-19.16613696,1.017860312,-7.054805,-5.620206,,,
0.458672527,-21.055653,-18.97828427,1.022421904,-7.779406,-5.580499,,,
0.46181412,-21.189909,-18.78975789,1.026983497,-8.363455,-5.540676,,,
0.464955713,-21.222433,-18.60057012,1.031541948,-8.699079,-5.500738,,,
0.468097305,-21.053931,-18.41073328,1.03610354,-8.943646,-5.460685,,,
0.471238898,-20.39533,-18.22025974,1.040665133,-8.926727,-5.420519,,,
0.474380491,-19.834509,-18.02916193,1.045226725,-9.122156,-5.38024,,,
0.477522083,-19.153893,-17.83745232,1.049788318,-9.086767,-5.339849,,,
0.480663676,-18.376289,-17.64514343,1.054346769,-9.094407,-5.299346,,,
0.483805269,-17.788551,-17.45224781,1.058908361,-8.919252,-5.258734,,,
0.486946861,-17.189176,-17.25877806,1.063469954,-8.696183,-5.218012,,,
0.490088454,-16.632404,-17.06474683,1.068031546,-8.38525,-5.177181,,,
0.493230047,-16.325411,-16.8701668,1.072593139,-8.163211,-5.136243,,,
0.496371639,-16.185776,-16.67505069,1.07715159,-7.976555,-5.095198,,,
0.499513232,-16.207363,-16.47941125,1.081713182,-7.750555,-5.054047,,,
0.502654825,-16.289923,-16.2832613,1.086274775,-7.437872,-5.012791,,,
0.505796417,-16.54796,-16.08661366,1.090836368,-7.100131,-4.97143,,,
0.50893801,-16.597383,-15.88948119,1.09539796,-6.816683,-4.929966,,,
0.512079603,-16.659963,-15.69187681,1.099956411,-6.610566,-4.8884,,,
0.515221195,-16.791529,-15.49381344,1.104518004,-6.487776,-4.846731,,,
0.518362788,-16.83413,-15.29530405,1.109079596,-6.484926,-4.804962,,,
0.52150438,-16.80523,-15.09636165,1.113641189,-6.592393,-4.763093,,,
0.524645973,-16.723603,-14.89699925,1.118202781,-6.723337,-4.721125,,,
0.527787566,-16.712689,-14.69722992,1.122761232,-6.867953,-4.679058,,,
0.530929158,-16.771155,-14.49706672,1.127322825,-7.052903,-4.636894,,,
0.534070751,-16.966073,-14.29652278,1.131884417,-7.274018,-4.594634,,,
0.537212344,-17.227485,-14.09561122,1.13644601,-7.478129,-4.552278,,,
0.540353936,-17.290396,-13.89434521,1.141007602,-7.671967,-4.509828,,,
0.543495529,-17.387721,-13.69273791,1.145566053,-7.460345,-4.467283,,,
0.546637122,-17.359326,-13.49080254,1.150127646,-7.380019,-4.424646,,,
0.549778714,-17.213713,-13.28855231,1.154689238,-7.124439,-4.381916,,,
0.552920307,-17.002888,-13.08600047,1.159250831,-6.776063,-4.339095,,,
0.5560619,-16.809099,-12.88316027,1.163812423,-6.407546,-4.296184,,,
0.559203492,-16.811847,-12.68004499,1.168370874,-6.053992,-4.253184,,,
0.562345085,-16.6488,-12.47666792,1.172932467,-5.828065,-4.210095,,,
0.565486678,-16.463713,-12.27304237,1.177494059,-5.652627,-4.166919,,,
0.56862827,-16.23676,-12.06918165,1.182055652,-5.476182,-4.123656,,,
0.571769863,-16.050431,-11.86509911,1.186617244,-5.326412,-4.080307,,,
0.574911456,-16.023381,-11.66080809,1.191175695,-5.205083,-4.036873,,,
0.578053048,-15.970289,-11.45632193,1.195737288,-5.178228,-3.993355,,,
0.581194641,-15.961402,-11.25165401,1.20029888,-5.530642,-3.949754,,,
0.584336234,-16.004785,-11.0468177,1.204860473,-5.709078,-3.906071,,,
0.587477826,-15.955005,-10.84182636,1.209422065,-5.848382,-3.862306,,,
0.590619419,-15.90531,-10.6366934,1.213980516,-5.885362,-3.818462,,,
0.593761012,-15.820323,-10.43143218,1.218542109,-5.561584,-3.774537,,,
0.596902604,-15.670901,-10.22605612,1.223103701,-5.553014,-3.730535,,,
0.600044197,-15.53644,-10.02057859,1.227665294,-5.44706,-3.686454,,,
0.603185789,-15.338622,-9.815012999,1.232226887,-5.573514,-3.642297,,,
0.606327382,-15.088845,-9.609372737,1.236785337,-5.45857,-3.598064,,,
0.609468975,-14.841499,-9.403671197,1.24134693,-5.268875,-3.553756,,,
0.612610567,-14.548376,-9.197921771,1.245908523,-4.929394,-3.509375,,,
0.61575216,-14.273161,-8.992137846,1.250470115,-4.64705,-3.46492,,,
0.618893753,-13.945574,-8.786332804,1.255031708,-4.460749,-3.420393,,,
0.622035345,-13.557305,-8.580520023,1.259590159,-4.119273,-3.375795,,,
0.625176938,-12.908456,-8.374712872,1.264151751,-3.979784,-3.331127,,,
0.628318531,-12.599124,-8.168924713,1.268713344,-3.824541,-3.286389,,,
0.631460123,-12.397401,-7.963168899,1.273274936,-3.848759,-3.241584,,,
0.634601716,-12.214068,-7.757458771,1.277836529,-3.95262,-3.19671,,,
0.637743309,-7.133885,-7.551807661,1.28239498,-3.982685,-3.15177,,,
0.640884901,-6.859994,-7.346228885,1.286956572,-4.059054,-3.106765,,,
0.644026494,-6.545193,-7.140735749,1.291518165,-4.00588,-3.061695,,,
0.647168087,-6.376994,-6.93534154,1.296079757,-3.885324,-3.016561,,,
0.650309679,-6.208436,-6.730059532,1.30064135,-3.697216,-2.971364,,,
0.653451272,-5.971902,-6.524902981,1.305199801,-3.538107,-2.926106,,,
0.656592865,-5.755274,-6.319885123,1.309761393,-3.55393,-2.880786,,,
0.659734457,-5.681795,-6.115019178,1.314322986,-3.599501,-2.835407,,,
0.66287605,-5.350651,-5.910318341,1.318884578,-3.611515,-2.789969,,,
0.666017643,-5.081325,-5.705795788,1.323446171,-3.796218,-2.744473,,,
0.669159235,-4.742035,-5.501464672,1.328004622,-3.73857,-2.698919,,,
0.672300828,-4.519354,-5.297338121,1.332566214,-3.647779,-2.65331,,,
0.675442421,-4.375534,-5.093429239,1.337127807,-3.566444,-2.607645,,,
0.678584013,-4.234222,-4.889751103,1.341689399,-3.606947,-2.561926,,,
0.681725606,-4.136585,-4.686316763,1.346250992,-3.73055,-2.516154,,,
0.684867198,-3.960665,-4.483139239,1.350809443,-3.884258,-2.470329,,,
0.688008791,-3.665863,-4.280231524,1.355371035,-3.95137,-2.424453,,,
0.691150384,-3.407663,-4.077606579,1.359932628,-3.876414,-2.378526,,,
0.694291976,-3.249554,-3.875277333,1.36449422,-3.678039,-2.33255,,,
0.697433569,-3.042576,-3.673256682,1.369055813,-3.50898,-2.286526,,,
0.700575162,-2.653795,-3.471557489,1.373614264,-3.38782,-2.240454,,,
0.703716754,-2.444199,-3.270192581,1.378175856,-3.151185,-2.194335,,,
0.706858347,-2.284191,-3.069174748,1.382737449,-2.67427,-2.14817,,,
0.70999994,-2.160521,-2.868516746,1.387299041,-2.653688,-2.101961,,,
0.713141532,-2.062819,-2.668231288,1.391860634,-2.726645,-2.055708,,,
0.716283125,-1.943224,-2.468331052,1.396419085,-2.803867,-2.009413,,,
0.719424718,-1.727603,-2.268828672,1.400980677,-3.028,-1.963075,,,
0.72256631,-1.568655,-2.069736742,1.40554227,-3.184017,-1.916697,,,
0.725707903,-1.395202,-1.871067813,1.410103863,-3.484015,-1.870279,,,
0.728849496,-1.10663,-1.672834393,1.414665455,-3.738328,-1.823822,,,
0.731991088,-0.992393,-1.475048945,1.419223906,-4.099225,-1.777327,,,
0.735132681,-0.864452,-1.277723884,1.423785499,-4.302676,-1.730795,,,
0.738274274,-0.924135,-1.080871581,1.428347091,-4.336682,-1.684227,,,
0.741415866,-0.648407,-0.884504358,1.432908684,-4.14876,-1.637624,,,
0.744557459,-0.472099,-0.688634487,1.437470276,-3.909647,-1.590986,,,
0.747699052,-0.160178,-0.493274191,1.442028727,-3.506526,-1.544316,,,
0.750840644,0.027668,-0.298435641,1.44659032,-3.127005,-1.497614,,,
0.753982237,0.323822,-0.104130958,1.451151912,-2.793525,-1.45088,,,
0.75712383,0.397767,0.089627793,1.455713505,-2.572993,-1.404116,,,
0.760265422,0.514915,0.2828286,1.460275097,-2.488871,-1.357324,,,
0.763407015,0.516118,0.475459506,1.464833548,-2.499963,-1.310502,,,
0.766548607,0.56286,0.667508611,1.469395141,-2.78806,-1.263654,,,
0.7696902,0.645904,0.85896407,1.473956733,-2.750242,-1.216779,,,
0.772831793,0.777054,1.049814098,1.478518326,-2.882685,-1.169879,,,
0.775973385,0.938083,1.240046971,1.483079918,-2.853069,-1.122955,,,
0.779114978,0.983636,1.429651022,1.487638369,-2.442544,-1.076007,,,
0.782256571,1.135854,1.618614647,1.492199962,-2.392624,-1.029037,,,
0.785398163,1.329316,1.806926303,1.496761554,-1.96036,-0.982045,,,
0.788539756,1.413227,1.994574512,1.501323147,-1.774412,-0.935033,,,
0.791681349,1.5435,2.181547859,1.505884739,-1.428704,-0.888002,,,
0.794822941,1.703567,2.367834993,1.51044319,-1.105528,-0.840952,,,
0.797964534,1.885905,2.553424632,1.515004783,-1.015151,-0.793884,,,
0.801106127,1.9319,2.738305558,1.519566375,-0.553187,-0.7468,,,
0.804247719,1.913675,2.922466624,1.524127968,-0.086107,-0.699701,,,
0.807389312,1.878498,3.105896749,1.52868956,0.584332,-0.652587,,,
0.810530905,1.999511,3.288584923,1.533248011,0.674996,-0.605459,,,
0.813672497,1.965133,3.470520208,1.537809604,0.594852,-0.558319,,,
0.81681409,1.94727,3.651691736,1.542371196,0.392506,-0.511167,,,
0.819955683,1.921434,3.832088712,1.546932789,0.300566,-0.464004,,,
0.823097275,1.896261,4.011700415,1.551494382,0.452987,-0.416832,,,
0.826238868,1.881798,4.190516199,1.556052832,0.254812,-0.369651,,,
0.829380461,1.898472,4.368525491,1.560614425,0.249435,-0.322463,,,
0.832522053,1.841113,4.545717798,1.565176018,0.163504,-0.275268,,,
0.835663646,1.995046,4.7220827,1.56973761,-0.091121,-0.228067,,,
0.838805239,1.90273,4.897609859,1.574299203,-0.30938,-0.180861,,,
0.841946831,1.803505,5.072289012,1.578857654,-0.556182,-0.133651,,,
0.845088424,1.806305,5.246109978,1.583419246,-0.836921,-0.086439,,,
0.848230016,1.926444,5.419062656,1.587980839,-1.064015,-0.039225,,,
0.851371609,2.146439,5.591137027,1.592542431,-1.238854,0.00799,,,
0.854513202,2.323597,5.762323154,1.597104024,-1.266862,0.055204,,,
0.857654794,2.800254,5.932611182,1.601662475,-1.18174,0.102418,,,
0.860796387,3.403928,6.101991342,1.606224067,-0.93461,0.149629,,,
0.86393798,4.206308,6.270453947,1.61078566,-0.754806,0.196838,,,
0.867079572,4.806918,6.437989398,1.615347252,-0.59555,0.244042,,,
0.870221165,5.274295,6.604588182,1.619908845,-0.592602,0.291241,,,
0.873362758,5.691453,6.770240872,1.624467296,-0.245604,0.338434,,,
0.87650435,5.996406,6.93493813,1.629028888,0.209474,0.38562,,,
0.879645943,6.135082,7.098670705,1.633590481,0.592993,0.432798,,,
0.882787536,6.317261,7.261429438,1.638152073,0.825778,0.479967,,,
0.885929128,6.526812,7.423205258,1.642713666,0.875459,0.527126,,,
0.889070721,6.347317,7.583989188,1.647272117,0.984577,0.574274,,,
0.892212314,6.309281,7.743772338,1.651833709,1.00943,0.62141,,,
0.895353906,6.287988,7.902545916,1.656395302,1.19636,0.668533,,,
0.898495499,6.530042,8.060301218,1.660956894,1.391387,0.715643,,,
0.901637092,6.778282,8.217029639,1.665518487,1.534669,0.762737,,,
0.904778684,7.051847,8.372722664,1.670076938,1.572252,0.809815,,,
0.907920277,7.240589,8.527371876,1.67463853,1.649276,0.856877,,,
0.91106187,7.355137,8.680968953,1.679200123,1.747072,0.903921,,,
0.914203462,7.382475,8.833505672,1.683761715,1.86541,0.950946,,,
0.917345055,7.433398,8.984973905,1.688323308,2.021771,0.997951,,,
0.920486648,7.71146,9.135365621,1.692881759,2.210749,1.044936,,,
0.92362824,7.892246,9.284672892,1.697443351,2.231982,1.091898,,,
0.926769833,8.191312,9.432887886,1.702004944,2.08006,1.138838,,,
0.929911425,8.494077,9.580002872,1.706566537,1.848627,1.185755,,,
0.933053018,8.58908,9.726010219,1.711128129,1.525528,1.232646,,,
0.936194611,8.697287,9.8709024,1.71568658,1.255404,1.279512,,,
0.939336203,8.863593,10.01467199,1.720248173,1.017909,1.326352,,,
0.942477796,9.175369,10.15731165,1.724809765,0.917236,1.373163,,,
0.945619389,9.711691,10.29881418,1.729371358,0.97864,1.419946,,,
0.948760981,10.257691,10.43917245,1.73393295,1.149126,1.4667,,,
0.951902574,10.897506,10.57837945,1.738491401,1.475543,1.513423,,,
0.955044167,11.473466,10.71642827,1.743052994,1.984011,1.560115,,,
0.958185759,11.791969,10.85331211,1.747614586,2.613075,1.606774,,,
0.961327352,12.047197,10.98902427,1.752176179,3.418456,1.6534,,,
0.964468945,12.326456,11.12355816,1.756737771,4.074284,1.699991,,,
0.967610537,12.48331,11.25690729,1.761296222,4.447228,1.746547,,,
0.97075213,12.624571,11.3890653,1.765857815,4.630058,1.793067,,,
0.973893723,12.74133,11.52002592,1.770419407,4.587728,1.839549,,,
0.977035315,12.642712,11.64978297,1.774981,4.373841,1.885993,,,
0.980176908,12.353067,11.77833043,1.779542592,4.016354,1.932398,,,
0.983318501,11.954456,11.90566233,1.784101043,3.540627,1.978762,,,
0.986460093,11.598787,12.03177287,1.788662636,2.983543,2.025086,,,
0.989601686,11.36671,12.15665631,1.793224228,2.454827,2.071367,,,
0.992743279,11.411908,12.28030704,1.797785821,2.004479,2.117605,,,
0.995884871,11.60938,12.40271958,1.802347413,1.724904,2.163799,,,
0.999026464,11.780499,12.52388853,1.806905864,1.669823,2.209948,,,
1.002168056,11.893558,12.64380862,1.811467457,1.78727,2.256051,,,
1.005309649,11.930087,12.76247469,1.816029049,1.977698,2.302107,,,
1.008451242,12.195272,12.87988169,1.820590642,2.206582,2.348116,,,
1.011592834,12.459553,12.9960247,1.825152234,2.401057,2.394075,,,
1.014734427,12.70885,13.11089889,1.829710685,2.413309,2.439985,,,
1.01787602,12.939244,13.22449955,1.834272278,2.319613,2.485844,,,
1.021017612,13.169624,13.33682209,1.83883387,1.940607,2.531651,,,
1.024159205,13.377885,13.44786205,1.843395463,1.519526,2.577405,,,
1.027300798,13.534597,13.55761505,1.847957055,1.151768,2.623106,,,
1.03044239,13.635492,13.66607686,1.852515506,0.821099,2.668752,,,
1.033583983,13.761943,13.77324334,1.857077099,0.467498,2.714343,,,
1.036725576,13.695598,13.87911048,1.861638691,0.138378,2.759877,,,
1.039867168,13.683023,13.98367439,1.866200284,-0.012853,2.805354,,,
1.043008761,13.768865,14.08693129,1.870761877,-0.069915,2.850772,,,
1.046150354,13.756985,14.18887751,1.875320327,0.057384,2.896131,,,
1.049291946,13.740522,14.28950952,1.87988192,0.386245,2.94143,,,
1.052433539,13.925165,14.38882388,1.884443513,0.886876,2.986667,,,
1.055575132,13.91924,14.48681728,1.889005105,1.450062,3.031843,,,
1.058716724,13.886037,14.58348655,1.893566698,1.981009,3.076955,,,
1.061858317,13.726721,14.6788286,1.898125149,2.434123,3.122004,,,
1.06499991,13.618432,14.77284048,1.902686741,2.825974,3.166987,,,
1.068141502,13.442659,14.86551935,1.907248334,3.246751,3.211904,,,
1.071283095,13.27558,14.95686251,1.911809926,3.58702,3.256755,,,
