phase_combined,theta_t_combined,theta_t_combined_fit,phase_natural,theta_t_Natural,theta_t_Natural_fit,phase_induced,theta_t_induced,theta_t_induced_fit
1.074424688,13.206845,15.04686736,1.916371519,3.884419,3.301538,,,
1.07756628,13.387761,15.13553141,1.92092997,4.213588,3.346252,,,
1.080707873,13.336364,15.22285232,1.925491562,4.584937,3.390897,,,
1.083849465,13.585668,15.30882784,1.930053155,4.670314,3.435471,,,
1.086991058,13.882868,15.39345586,1.934614747,4.983479,3.479973,,,
1.090132651,14.000855,15.47673438,1.93917634,4.991988,3.524403,,,
1.093274243,14.044008,15.55866153,1.943734791,4.951562,3.56876,,,
1.096415836,13.969309,15.63923554,1.948296383,4.944748,3.613043,,,
1.099557429,13.951221,15.71845478,1.952857976,4.969607,3.65725,,,
1.102699021,13.901951,15.79631774,1.957419568,5.065657,3.701381,,,
1.105840614,14.09886,15.87282302,1.961981161,5.1616,3.745436,,,
1.108982207,13.910453,15.94796934,1.966539612,5.246659,3.789412,,,
1.112123799,13.647345,16.02175556,1.971101204,5.335838,3.833309,,,
1.115265392,13.415379,16.09418063,1.975662797,5.292367,3.877127,,,
1.118406985,13.370304,16.16524365,1.980224389,5.310777,3.920864,,,
1.121548577,13.517747,16.23494382,1.984785982,5.4176,3.964519,,,
1.12469017,13.816691,16.30328047,1.989344433,5.542787,4.008092,,,
1.127831763,14.245855,16.37025305,1.993906025,5.657444,4.051582,,,
1.130973355,14.690605,16.43586114,1.998467618,5.750199,4.094987,,,
1.134114948,15.203946,16.50010442,2.00302921,5.826691,4.138307,,,
1.137256541,15.32112,16.56298271,2.007590803,5.863811,4.181541,,,
1.140398133,15.697914,16.62449594,2.012149254,5.793682,4.224688,,,
1.143539726,15.845382,16.68464415,2.016710846,5.7205,4.267747,,,
1.146681319,15.959036,16.74342754,2.021272439,5.684279,4.310717,,,
1.149822911,16.019224,16.80084639,2.025834032,5.72372,4.353598,,,
1.152964504,16.085479,16.85690111,2.030395624,5.734976,4.396388,,,
1.156106097,16.082117,16.91159225,2.034954075,5.678612,4.439086,,,
1.159247689,16.052359,16.96492046,2.039515668,5.618762,4.481692,,,
1.162389282,15.992016,17.01688651,2.04407726,5.52716,4.524205,,,
1.165530874,15.945466,17.0674913,2.048638853,5.498554,4.566624,,,
1.168672467,15.965185,17.11673585,2.053200445,5.435171,4.608947,,,
1.17181406,16.070611,17.16462129,2.057758896,5.59065,4.651175,,,
1.174955652,16.175722,17.21114887,2.062320489,5.810055,4.693306,,,
1.178097245,16.391778,17.25631998,2.066882081,6.045517,4.735339,,,
1.181238838,16.468366,17.30013611,2.071443674,6.222726,4.777274,,,
1.18438043,16.592875,17.34259886,2.076005266,6.389102,4.81911,,,
1.187522023,16.582755,17.38370998,2.080563717,6.647626,4.860845,,,
1.190663616,16.658212,17.4234713,2.08512531,6.904793,4.902479,,,
1.193805208,16.788047,17.46188481,2.089686902,7.330836,4.944011,,,
1.196946801,17.061153,17.49895258,2.094248495,7.558686,4.98544,,,
1.200088394,17.262265,17.53467683,2.098810087,7.620574,5.026765,,,
1.203229986,17.454953,17.56905988,2.103368538,7.632568,5.067986,,,
1.206371579,17.633508,17.60210415,2.107930131,7.598324,5.109101,,,
1.209513172,17.871655,17.63381223,2.112491723,7.496835,5.15011,,,
1.212654764,18.039005,17.66418677,2.117053316,7.356434,5.191012,,,
1.215796357,18.298102,17.69323057,2.121614908,9.464399,5.231806,,,
1.21893795,18.695781,17.72094654,2.126173359,9.352097,5.272491,,,
1.222079542,19.016621,17.74733769,2.130734952,9.29623,5.313066,,,
1.225221135,19.348465,17.77240718,2.135296544,9.212177,5.353531,,,
1.228362728,19.694396,17.79615824,2.139858137,9.281195,5.393884,,,
1.23150432,19.876147,17.81859426,2.144419729,9.415981,5.434125,,,
1.234645913,20.401275,17.83971872,2.14897818,9.496275,5.474253,,,
1.237787506,20.611218,17.85953521,2.153539773,9.506101,5.514267,,,
1.240929098,20.914312,17.87804745,2.158101365,9.442424,5.554167,,,
1.244070691,21.151953,17.89525926,2.162662958,9.453484,5.593951,,,
1.247212283,21.397482,17.91117457,2.16722455,9.714729,5.633618,,,
1.250353876,21.522137,17.92579746,2.171783001,7.081214,5.673168,,,
1.253495469,21.539413,17.93913206,2.176344594,6.608086,5.7126,,,
1.256637061,21.477436,17.95118267,2.180906186,6.216342,5.751914,,,
1.259778654,21.465012,17.96195367,2.185467779,5.804138,5.791107,,,
1.262920247,21.613044,17.97144955,2.190029372,5.500599,5.83018,,,
1.266061839,21.830274,17.97967492,2.194587822,5.275792,5.869132,,,
1.269203432,22.03509,17.98663451,2.199149415,5.100051,5.907962,,,
1.272345025,22.208623,17.99233314,2.203711008,4.884137,5.946668,,,
1.275486617,22.300833,17.99677575,2.2082726,4.838896,5.985251,,,
1.27862821,22.382728,17.99996738,2.212834193,4.913336,6.02371,,,
1.281769803,22.48016,18.0019132,2.217392644,5.173981,6.062043,,,
1.284911395,22.408942,18.00261845,2.221954236,5.645073,6.10025,,,
1.288052988,22.502316,18.0020885,2.226515829,8.514163,6.13833,,,
1.291194581,22.566986,18.00032885,2.231077421,8.715619,6.176282,,,
1.294336173,22.551157,17.99734505,2.235639014,8.789304,6.214106,,,
1.297477766,22.442823,17.99314281,2.240197465,8.468934,6.251801,,,
1.300619359,22.285543,17.98772791,2.244759057,8.383253,6.289365,,,
1.303760951,22.115432,17.98110625,2.24932065,8.213581,6.326799,,,
1.306902544,21.899669,17.97328382,2.253882242,8.001113,6.364101,,,
1.310044137,21.716703,17.96426674,2.258443835,7.723435,6.40127,,,
1.313185729,21.532121,17.9540612,2.263002286,7.354989,6.438306,,,
1.316327322,21.428263,17.94267351,2.267563878,6.936892,6.475209,,,
1.319468915,21.430365,17.93011008,2.272125471,6.539888,6.511976,,,
1.322610507,21.381718,17.91637743,2.276687063,6.518393,6.548608,,,
1.3257521,21.388915,17.90148215,2.281248656,6.260588,6.585104,,,
1.328893692,21.340576,17.88543096,2.285807107,6.086974,6.621463,,,
1.332035285,21.40045,17.86823066,2.290368699,5.818346,6.657684,,,
1.335176878,21.639867,17.84988817,2.294930292,5.557836,6.693767,,,
1.33831847,21.750456,17.83041048,2.299491884,5.528221,6.72971,,,
1.341460063,21.955581,17.80980469,2.304053477,5.404443,6.765513,,,
1.344601656,22.232672,17.788078,2.308611928,5.386193,6.801175,,,
1.347743248,22.484432,17.76523769,2.31317352,5.56438,6.836696,,,
1.350884841,22.549627,17.74129117,2.317735113,5.923857,6.872075,,,
1.354026434,22.626654,17.7162459,2.322296705,6.367156,6.907311,,,
1.357168026,22.777546,17.69010945,2.326858298,6.317143,6.942403,,,
1.360309619,23.001334,17.6628895,2.331416749,6.777557,6.97735,,,
1.363451212,23.172211,17.63459381,2.335978341,7.192811,7.012152,,,
1.366592804,23.257081,17.60523021,2.340539934,7.477408,7.046809,,,
1.369734397,23.185835,17.57480664,2.345101527,7.581386,7.081319,,,
1.37287599,23.030547,17.54333115,2.349663119,7.533475,7.115681,,,
1.376017582,22.719332,17.51081183,2.35422157,7.375228,7.149895,,,
1.379159175,22.483896,17.47725691,2.358783163,7.103706,7.183961,,,
1.382300768,22.152657,17.44267466,2.363344755,6.651849,7.217877,,,
1.38544236,21.736932,17.40707347,2.367906348,6.403214,7.251643,,,
1.388583953,21.11393,17.3704618,2.37246794,6.233026,7.285258,,,
1.391725546,20.667602,17.3328482,2.377026391,6.11619,7.318721,,,
1.394867138,20.39491,17.29424131,2.381587984,5.996061,7.352033,,,
1.398008731,20.214302,17.25464983,2.386149576,5.862053,7.385191,,,
1.401150324,20.242904,17.21408257,2.390711169,5.789894,7.418195,,,
1.404291916,20.325022,17.17254841,2.395272761,5.837765,7.451045,,,
1.407433509,20.418283,17.1300563,2.399831212,6.017069,7.483741,,,
1.410575101,20.417655,17.0866153,2.404392805,6.374419,7.51628,,,
1.413716694,20.335094,17.0422345,2.408954397,6.753317,7.548663,,,
1.416858287,20.302413,16.99692313,2.41351599,7.150771,7.580889,,,
1.419999879,20.203428,16.95069044,2.418077582,7.50581,7.612957,,,
1.423141472,20.153964,16.90354578,2.422636033,7.653723,7.644867,,,
1.426283065,20.093236,16.8554986,2.427197626,7.777185,7.676618,,,
1.429424657,19.878062,16.80655838,2.431759218,7.788341,7.708209,,,
1.43256625,19.536109,16.75673469,2.436320811,7.767376,7.739639,,,
1.435707843,19.068752,16.7060372,2.440882403,7.703352,7.770909,,,
1.438849435,18.610784,16.6544756,2.445440854,7.557507,7.802017,,,
1.441991028,18.30924,16.60205971,2.450002447,7.661771,7.832962,,,
1.445132621,17.96856,16.54879936,2.454564039,7.592563,7.863745,,,
1.448274213,17.831184,16.4947045,2.459125632,7.459378,7.894364,,,
1.451415806,17.723271,16.43978512,2.463687224,7.268627,7.924818,,,
1.454557399,17.55708,16.38405129,2.468245675,7.1956,7.955108,,,
1.457698991,17.303374,16.32751313,2.472807268,7.264411,7.985232,,,
1.460840584,17.22677,16.27018083,2.47736886,7.521216,8.01519,,,
1.463982177,17.306501,16.21206467,2.481930453,7.8859,8.044982,,,
1.467123769,17.561319,16.15317496,2.486492045,8.221177,8.074606,,,
1.470265362,18.018622,16.09352208,2.491050496,8.614828,8.104061,,,
1.473406955,18.619435,16.03311649,2.495612089,8.822531,8.133349,,,
1.476548547,19.221062,15.97196869,2.500173682,8.851845,8.162467,,,
1.47969014,19.623635,15.91008925,2.504735274,8.826176,8.191415,,,
1.482831732,19.88491,15.8474888,2.509296867,8.793907,8.220193,,,
1.485973325,20.043642,15.78417801,2.513855318,8.783646,8.248799,,,
1.489114918,20.014032,15.72016762,2.51841691,8.788016,8.277234,,,
1.49225651,19.986972,15.65546843,2.522978503,8.828402,8.305497,,,
1.495398103,19.844164,15.59009129,2.527540095,8.857087,8.333587,,,
1.498539696,19.571102,15.5240471,2.532101688,8.84058,8.361504,,,
1.501681288,19.085786,15.45734681,2.536660139,8.689648,8.389247,,,
1.504822881,18.646298,15.39000144,2.541221731,8.53373,8.416815,,,
1.507964474,18.451488,15.32202203,2.545783324,8.368654,8.444208,,,
1.511106066,18.101752,15.25341969,2.550344916,8.518319,8.471425,,,
1.514247659,17.831282,15.18420557,2.554906509,8.547281,8.498466,,,
1.517389252,17.563952,15.11439088,2.55946496,8.390433,8.52533,,,
1.520530844,17.305955,15.04398687,2.564026552,8.525392,8.552017,,,
1.523672437,16.93066,14.97300482,2.568588145,9.136356,8.578525,,,
1.52681403,16.516415,14.90145606,2.573149737,9.060647,8.604856,,,
1.529955622,16.240512,14.82935199,2.57771133,8.88212,8.631007,,,
1.533097215,16.101714,14.75670402,2.582269781,9.018766,8.656979,,,
1.536238808,15.913126,14.6835236,2.586831373,9.08273,8.68277,,,
1.5393804,15.752645,14.60982225,2.591392966,9.256755,8.708381,,,
1.542521993,15.673967,14.53561151,2.595954558,9.016421,8.733811,,,
1.545663586,15.649486,14.46090294,2.600516151,9.130359,8.759059,,,
1.548805178,15.567955,14.38570817,2.605074602,9.138548,8.784124,,,
1.551946771,15.591945,14.31003884,2.609636194,9.14019,8.809007,,,
1.555088364,15.6719,14.23390664,2.614197787,9.026115,8.833707,,,
1.558229956,15.872796,14.15732328,2.618759379,8.775023,8.858223,,,
1.561371549,16.086054,14.08030052,2.623320972,8.371911,8.882554,,,
1.564513141,16.179494,14.00285013,2.627879423,7.769803,8.906701,,,
1.567654734,16.090644,13.92498393,2.632441015,7.037339,8.930662,,,
1.570796327,15.981647,13.84671375,2.637002608,6.278525,8.954438,,,
1.573937919,15.761433,13.76805147,2.6415642,5.688577,8.978027,,,
1.577079512,15.559442,13.68900896,2.646125793,5.038362,9.001429,,,
1.580221105,15.419153,13.60959816,2.650684244,4.597775,9.024644,,,
1.583362697,15.374671,13.52983101,2.655245836,4.221303,9.047672,,,
1.58650429,15.423461,13.44971948,2.659807429,3.909289,9.070511,,,
1.589645883,15.452197,13.36927554,2.664369022,3.773699,9.093161,,,
1.592787475,15.588737,13.28851122,2.668930614,3.809421,9.115622,,,
1.595929068,15.855597,13.20743854,2.673489065,3.98146,9.137893,,,
1.599070661,16.162385,13.12606956,2.678050658,4.399528,9.159975,,,
1.602212253,16.327278,13.04441633,2.68261225,4.953147,9.181865,,,
1.605353846,16.594431,12.96249094,2.687173843,5.449944,9.203565,,,
1.608495439,16.813637,12.8803055,2.691735435,5.831262,9.225073,,,
1.611637031,17.154559,12.79787211,2.696293886,6.004008,9.246389,,,
1.614778624,17.237524,12.7152029,2.700855479,6.12309,9.267513,,,
1.617920217,17.238576,12.63231001,2.705417071,6.250268,9.288444,,,
1.621061809,17.19233,12.54920558,2.709978664,6.460364,9.309182,,,
1.624203402,17.076114,12.46590178,2.714540256,6.838969,9.329726,,,
1.627344995,16.902452,12.38241078,2.719098707,7.328994,9.350076,,,
1.630486587,16.720794,12.29874475,2.7236603,7.842593,9.370231,,,
1.63362818,16.558543,12.21491586,2.728221892,8.240495,9.390191,,,
1.636769773,16.455031,12.13093632,2.732783485,8.474627,9.409956,,,
1.639911365,16.441966,12.0468183,2.737345077,8.578582,9.429525,,,
1.643052958,16.451158,11.96257401,2.741903528,8.70868,9.448898,,,
1.64619455,16.507099,11.87821564,2.746465121,8.868453,9.468074,,,
1.649336143,16.413024,11.79375539,2.751026713,9.076141,9.487054,,,
1.652477736,16.137268,11.70920545,2.755588306,9.145482,9.505836,,,
1.655619328,15.928893,11.62457801,2.760149898,8.940272,9.52442,,,
1.658760921,15.679828,11.53988528,2.764708349,8.731084,9.542806,,,
1.661902514,15.42459,11.45513944,2.769269942,8.254954,9.560993,,,
1.665044106,15.177494,11.37035267,2.773831534,7.920121,9.578982,,,
1.668185699,14.909672,11.28553715,2.778393127,7.676873,9.596771,,,
1.671327292,14.547907,11.20070505,2.782954719,7.531072,9.61436,,,
1.674468884,14.172811,11.11586853,2.78751317,7.33697,9.631749,,,
1.677610477,13.836868,11.03103975,2.792074763,7.251474,9.648938,,,
1.68075207,13.629434,10.94623084,2.796636355,7.176513,9.665927,,,
1.683893662,13.586613,10.86145395,2.801197948,7.117142,9.682714,,,
1.687035255,13.645899,10.77672118,2.805759541,7.054456,9.699299,,,
1.690176848,13.774778,10.69204463,2.810317991,6.917272,9.715683,,,
1.69331844,14.041639,10.60743641,2.814879584,6.667628,9.731865,,,
1.696460033,14.183914,10.52290857,2.819441177,6.351611,9.747844,,,
1.699601626,14.192861,10.43847318,2.824002769,6.075108,9.76362,,,
1.702743218,14.380019,10.35414227,2.828564362,6.079627,9.779193,,,
1.705884811,14.608968,10.26992786,2.833122813,6.003716,9.794563,,,
1.709026404,14.852174,10.18584194,2.837684405,5.705632,9.809729,,,
1.712167996,15.079975,10.10189649,2.842245998,5.347273,9.824691,,,
1.715309589,15.276219,10.01810346,2.84680759,5.035562,9.839448,,,
1.718451182,15.409249,9.934474784,2.851369183,4.79,9.854,,,
1.721592774,15.497791,9.851022354,2.855927634,4.76922,9.868348,,,
1.724734367,15.535714,9.76775805,2.860489226,5.081639,9.88249,,,
1.727875959,15.494801,9.684693721,2.865050819,5.369292,9.896427,,,
1.731017552,15.414259,9.601841188,2.869612411,5.968974,9.910157,,,
1.734159145,15.423758,9.519212242,2.874174004,6.700693,9.923682,,,
1.737300737,15.45072,9.436818643,2.878732455,7.587606,9.937,,,
1.74044233,15.389923,9.354672119,2.883294047,8.590313,9.950111,,,
1.743583923,15.312782,9.272784367,2.88785564,9.814887,9.963015,,,
1.746725515,15.253366,9.191167047,2.892417232,11.342389,9.975712,,,
1.749867108,15.226999,9.109831788,2.896978825,12.533733,9.988201,,,
1.753008701,15.187386,9.028790179,2.901537276,13.258701,10.000483,,,
1.756150293,15.02721,8.948053775,2.906098868,13.668377,10.012556,,,
1.759291886,15.098836,8.86763409,2.910660461,13.692914,10.024421,,,
1.762433479,14.982687,8.787542601,2.915222053,13.518905,10.036078,,,
1.765575071,14.987058,8.707790745,2.919783646,13.000112,10.047525,,,
1.768716664,15.055854,8.628389914,2.924342097,12.3052,10.058764,,,
1.771858257,15.142502,8.549351461,2.928903689,11.637793,10.069793,,,
1.774999849,15.268853,8.470686695,2.933465282,10.830846,10.080613,,,
1.778141442,15.267685,8.392406879,2.938026874,9.906882,10.091223,,,
1.781283035,15.082516,8.314523232,2.942588467,9.04053,10.101623,,,
1.784424627,14.944918,8.237046925,2.947146918,8.370529,10.111813,,,
1.78756622,14.817691,8.159989081,2.95170851,7.866713,10.121792,,,
1.790707813,14.681533,8.083360777,2.956270103,7.738998,10.131561,,,
1.793849405,14.541283,8.007173037,2.960831695,7.772903,10.141119,,,
1.796990998,14.409869,7.931436835,2.965393288,7.876182,10.150466,,,
1.800132591,14.232099,7.856163096,2.969951739,8.000085,10.159601,,,
1.803274183,13.98484,7.781362687,2.974513331,8.067445,10.168526,,,
1.806415776,13.714648,7.707046426,2.979074924,8.077736,10.177239,,,
1.809557368,13.483601,7.633225074,2.983636517,8.114933,10.18574,,,
1.812698961,13.330586,7.559909336,2.988198109,8.23907,10.194029,,,
1.815840554,13.076139,7.48710986,2.99275656,8.439216,10.202106,,,
1.818982146,12.896289,7.414837238,2.997318153,8.723847,10.20997,,,
1.822123739,12.616942,7.343102001,3.001879745,9.109156,10.217623,,,
1.825265332,12.266742,7.271914621,3.006441338,9.636143,10.225062,,,
1.828406924,11.8646,7.201285509,3.01100293,10.101205,10.232289,,,
1.831548517,-1.852222,7.131225015,3.015561381,10.323038,10.239303,,,
1.83469011,-2.101965,7.061743426,3.020122974,10.500126,10.246104,,,
1.837831702,-2.230223,6.992850965,3.024684566,10.776296,10.252692,,,
1.840973295,-2.468802,6.924557791,3.029246159,10.913338,10.259066,,,
1.844114888,-2.71921,6.856873996,3.033807751,10.891777,10.265227,,,
1.84725648,-3.220145,6.789809607,3.038366202,10.649202,10.271174,,,
1.850398073,-3.291796,6.723374583,3.042927795,10.362686,10.276908,,,
1.853539666,-3.218398,6.657578815,3.047489387,9.731902,10.282428,,,
1.856681258,-3.131276,6.592432124,3.05205098,8.982673,10.287734,,,
1.859822851,-3.037919,6.527944262,3.056612572,8.236543,10.292825,,,
1.862964444,-3.011924,6.464124908,3.061171023,7.682724,10.297703,,,
1.866106036,-3.08184,6.40098367,3.065732616,7.172383,10.302366,,,
1.869247629,-3.392557,6.338530085,3.070294208,6.676865,10.306815,,,
1.872389222,-3.520871,6.276773612,3.074855801,6.321011,10.31105,,,
1.875530814,-3.633968,6.21572364,3.079417393,6.141221,10.31507,,,
1.878672407,-3.809152,6.155389478,3.083975844,6.055958,10.318875,,,
1.881814,-4.052499,6.095780362,3.088537437,6.100987,10.322465,,,
1.884955592,-4.302752,6.036905449,3.093099029,6.303929,10.325841,,,
1.888097185,-4.534744,5.978773819,3.097660622,6.573715,10.329002,,,
1.891238777,-4.804406,5.921394472,3.102222214,7.151397,10.331948,,,
1.89438037,-5.173344,5.864776327,3.106780665,7.891745,10.334679,,,
1.897521963,-5.68984,5.808928226,3.111342258,8.616046,10.337195,,,
1.900663555,-6.274704,5.753858927,3.11590385,9.410502,10.339496,,,
1.903805148,-6.898573,5.699577104,3.120465443,10.170489,10.341582,,,
1.906946741,-7.413006,5.646091352,3.125027036,10.840523,10.343453,,,
1.910088333,-7.825697,5.59341018,3.129585486,11.591477,10.345108,,,
1.913229926,-8.092305,5.54154201,3.134147079,12.174516,10.346548,,,
1.916371519,-8.396758,5.490495183,3.138708672,12.752221,10.347773,,,
1.919513111,-8.415718,5.440277951,3.143270264,13.252795,10.348782,,,
1.922654704,-8.363762,5.390898479,3.147831857,13.169212,10.349577,,,
1.925796297,-8.200481,5.342364845,3.152390308,13.108187,10.350156,,,
1.928937889,-7.925635,5.294685037,3.1569519,12.9576,10.350519,,,
1.932079482,5.791062,5.247866956,3.161513493,12.684316,10.350667,,,
1.935221075,5.987256,5.201918411,3.166075085,12.355753,10.3506,,,
1.938362667,5.867686,5.156847121,3.170636678,11.907173,10.350317,,,
1.94150426,6.020594,5.112660712,3.175195129,11.565806,10.349819,,,
1.944645853,6.161835,5.06936672,3.179756721,11.288037,10.349106,,,
1.947787445,6.297947,5.026972588,3.184318314,11.04534,10.348177,,,
1.950929038,6.17946,4.985485663,3.188879906,10.894493,10.347033,,,
1.954070631,6.294183,4.944913199,3.193441499,10.810987,10.345674,,,
1.957212223,6.553024,4.905262356,3.19799995,10.492667,10.344099,,,
1.960353816,6.670923,4.866540197,3.202561542,10.05743,10.342309,,,
1.963495408,6.994581,4.828753689,3.207123135,10.186797,10.340304,,,
1.966637001,7.097974,4.791909701,3.211684727,9.866249,10.338084,,,
1.969778594,7.250968,4.756015006,3.21624632,9.59161,10.335649,,,
1.972920186,7.2623,4.721076278,3.220804771,9.280998,10.332999,,,
1.976061779,7.022672,4.687100093,3.225366363,8.935391,10.330133,,,
1.979203372,6.945949,4.654092924,3.229927956,8.531976,10.327053,,,
1.982344964,6.616514,4.622061149,3.234489548,8.064109,10.323758,,,
1.985486557,6.241183,4.59101104,3.239051141,7.742194,10.320248,,,
1.98862815,5.80535,4.560948773,3.243609592,7.347711,10.316523,,,
1.991769742,5.345216,4.531880416,3.248171184,7.213213,10.312584,,,
1.994911335,-7.161337,4.503811941,3.252732777,7.113587,10.30843,,,
1.998052928,-7.584581,4.476749211,3.257294369,7.107292,10.304061,,,
2.00119452,-7.887849,4.450697988,3.261855962,7.077967,10.299478,,,
2.004336113,-8.074434,4.425663932,3.266414413,7.03316,10.294681,,,
2.007477706,-8.036309,4.401652594,3.270976005,6.960752,10.28967,,,
2.010619298,-8.072965,4.378669422,3.275537598,6.824931,10.284444,,,
2.013760891,-7.860757,4.356719759,3.280099191,6.824015,10.279005,,,
2.016902484,3.724854,4.33580884,3.284660783,4.725902,10.273352,,,
2.020044076,3.472629,4.315941794,3.289219234,4.914026,10.267484,,,
2.023185669,3.479604,4.297123642,3.293780827,5.316709,10.261404,,,
2.026327262,3.24555,4.279359298,3.298342419,5.734483,10.255109,,,
2.029468854,3.041944,4.262653569,3.302904012,6.106394,10.248602,,,
2.032610447,2.77336,4.24701115,3.307465604,6.458494,10.241881,,,
2.03575204,2.468385,4.232436631,3.312024055,8.216565,10.234947,,,
2.038893632,2.278879,4.218934488,3.316585648,8.432562,10.2278,,,
2.042035225,-9.265484,4.20650909,3.32114724,8.705584,10.22044,,,
2.045176817,-9.573696,4.195164695,3.325708833,9.017617,10.212868,,,
2.04831841,-9.77516,4.18490545,3.330270425,9.370136,10.205083,,,
2.051460003,-9.89846,4.175735391,3.334828876,9.664482,10.197085,,,
2.054601595,-9.92673,4.167658441,3.339390469,9.87468,10.188876,,,
2.057743188,-9.842136,4.160678412,3.343952061,9.884537,10.180454,,,
2.060884781,1.605469,4.154799005,3.348513654,9.895663,10.171821,,,
2.064026373,1.724673,4.150023806,3.353075246,9.848345,10.162976,,,
2.067167966,1.613065,4.146356289,3.357633697,9.877962,10.15392,,,
2.070309559,-9.668056,4.143799814,3.36219529,9.88277,10.144652,,,
2.073451151,-9.905044,4.142357628,3.366756882,9.824409,10.135173,,,
2.076592744,-10.278963,4.142032863,3.371318475,9.793568,10.125483,,,
2.079734337,-10.729952,4.142828537,3.375880067,9.659349,10.115583,,,
2.082875929,-11.240168,4.144747555,3.380438518,9.539252,10.105472,,,
2.086017522,-11.670494,4.147792703,3.385000111,9.483431,10.095151,,,
2.089159115,-12.00155,4.151966656,3.389561703,9.549926,10.08462,,,
2.092300707,-12.240165,4.157271971,3.394123296,9.68456,10.073879,,,
2.0954423,-12.406979,4.16371109,3.398684888,9.847067,10.062928,,,
2.098583893,-12.424302,4.171286338,3.403243339,9.958898,10.051768,,,
2.101725485,-12.28945,4.179999926,3.407804932,10.042851,10.040399,,,
2.104867078,-12.108209,4.189853946,3.412366524,10.187785,10.028821,,,
2.108008671,-11.892055,4.200850374,3.416928117,10.331003,10.017034,,,
2.111150263,-11.700016,4.21299107,3.421489709,10.487756,10.005039,,,
2.114291856,-11.572614,4.226277777,3.42604816,10.606622,9.992836,,,
2.117433449,-11.541336,4.240712118,3.430609753,10.617244,9.980424,,,
2.120575041,-11.675678,4.256295603,3.435171345,10.562275,9.967805,,,
2.123716634,-11.818907,4.27302962,3.439732938,10.458516,9.954979,,,
2.126858226,-11.854572,4.290915442,3.444294531,10.301199,9.941945,,,
2.129999819,-11.819373,4.309954223,3.448852981,10.04131,9.928705,,,
2.133141412,-11.777591,4.330146999,3.453414574,9.735799,9.915258,,,
2.136283004,-11.735143,4.351494689,3.457976167,9.34192,9.901605,,,
2.139424597,-11.894354,4.373998091,3.462537759,8.837738,9.887745,,,
2.14256619,-11.973118,4.397657888,3.467099352,8.285078,9.87368,,,
2.145707782,-12.072468,4.422474642,3.471657803,7.792321,9.85941,,,
2.148849375,-12.119891,4.448448797,3.476219395,7.409477,9.844934,,,
2.151990968,-11.983591,4.47558068,3.480780988,7.185602,9.830254,,,
2.15513256,-11.706326,4.503870497,3.48534258,7.076967,9.815369,,,
2.158274153,-11.233484,4.533318336,3.489904173,6.987237,9.800279,,,
2.161415746,0.305896,4.563924168,3.494462624,6.952955,9.784986,,,
2.164557338,0.759512,4.595687843,3.499024216,6.982318,9.769489,,,
2.167698931,1.259886,4.628609093,3.503585809,7.087674,9.753789,,,
2.170840524,1.825669,4.662687532,3.508147401,7.275569,9.737886,,,
2.173982116,2.449851,4.697922653,3.512708994,7.553087,9.721781,,,
2.177123709,3.089613,4.734313834,3.517267445,7.879435,9.705473,,,
2.180265302,3.650681,4.77186033,3.521829037,8.200529,9.688963,,,
2.183406894,4.071748,4.810561281,3.52639063,8.488286,9.672251,,,
2.186548487,4.375448,4.850415706,3.530952222,8.737356,9.655339,,,
2.18969008,4.641478,4.891422506,3.535513815,8.978573,9.638225,,,
2.192831672,4.736061,4.933580465,3.540072266,9.246019,9.620911,,,
2.195973265,4.923757,4.976888245,3.544633858,9.393556,9.603396,,,
2.199114858,5.004586,5.021344394,3.549195451,9.581844,9.585682,,,
2.20225645,4.960628,5.06694734,3.553757043,9.822177,9.567769,,,
2.205398043,4.775658,5.113695391,3.558318636,10.079305,9.549656,,,
2.208539635,4.504676,5.16158674,3.562877087,10.41159,9.531344,,,
2.211681228,3.992292,5.210619461,3.567438679,10.535148,9.512835,,,
2.214822821,3.674133,5.26079151,3.572000272,10.533609,9.494127,,,
2.217964413,3.286117,5.312100725,3.576561864,10.436578,9.475222,,,
2.221106006,2.892409,5.364544829,3.581123457,10.274983,9.456119,,,
2.224247599,2.478756,5.418121426,3.585681908,10.156099,9.43682,,,
2.227389191,-6.999964,5.472828002,3.5902435,10.023319,9.417324,,,
2.230530784,-7.265985,5.528661929,3.594805093,10.181806,9.397633,,,
2.233672377,-7.361388,5.58562046,3.599366686,10.173805,9.377746,,,
2.236813969,-7.449675,5.643700733,3.603928278,10.18815,9.357664,,,
2.239955562,-7.275264,5.70289977,3.608486729,10.284779,9.337387,,,
2.243097155,-6.947291,5.763214476,3.613048322,10.683214,9.316916,,,
2.246238747,-6.489448,5.824641641,3.617609914,10.831002,9.296251,,,
2.24938034,-5.917574,5.887177941,3.622171507,10.694365,9.275392,,,
2.252521933,3.110063,5.950819935,3.626733099,10.386322,9.254341,,,
2.255663525,3.502625,6.015564067,3.63129155,10.252325,9.233097,,,
2.258805118,3.921154,6.081406669,3.635853143,9.953147,9.211661,,,
2.261946711,3.903481,6.148343957,3.640414735,9.723208,9.190033,,,
2.265088303,4.060773,6.216372032,3.644976328,9.512659,9.168214,,,
2.268229896,4.107235,6.285486885,3.64953792,9.262466,9.146204,,,
2.271371489,3.949007,6.35568439,3.654096371,8.963414,9.124004,,,
2.274513081,3.711597,6.42696031,3.658657964,8.769975,9.101614,,,
2.277654674,3.733616,6.499310297,3.663219556,8.670002,9.079035,,,
