time,theta_t
1.504,4.740127
1.505,4.450861
1.506,4.09926
1.507,3.662434
1.508,3.100981
1.509,2.431611
1.51,1.710882
1.511,0.957395
1.512,0.227868
1.513,-0.310766
1.514,-0.643857
1.515,-0.82919
1.516,-0.941112
1.517,-0.945136
1.518,-0.773054
1.519,-0.600299
1.52,-0.55564
1.521,-0.390363
1.522,0.088838
1.523,0.331286
1.524,0.598343
1.525,0.736425
1.526,0.867234
1.527,1.035847
1.528,1.186344
1.529,1.347226
1.53,1.582738
1.531,1.72569
1.532,1.748926
1.533,1.662865
1.534,1.554511
1.535,1.486554
1.536,1.453849
1.537,1.426475
1.538,1.387693
1.539,1.324437
1.54,1.225917
1.541,1.163401
1.542,1.179216
1.543,1.199247
1.544,1.257264
1.545,1.248164
1.546,1.165029
1.547,1.200601
1.548,1.112418
1.549,1.326168
1.55,1.616476
1.551,1.913842
1.552,2.110923
1.553,2.266146
1.554,2.335861
1.555,2.426261
1.556,2.546575
1.557,2.364564
1.558,2.165889
1.559,1.909534
1.56,1.689317
1.561,1.493895
1.562,1.29222
1.563,1.052713
1.564,0.86528
1.565,0.77586
1.566,0.79099
1.567,0.922133
1.568,1.044753
1.569,1.156824
1.57,1.223678
1.571,1.347043
1.572,1.407441
1.573,1.369718
1.574,1.311197
1.575,1.151485
1.576,0.948885
1.577,0.648677
1.578,0.356274
1.579,0.090806
1.58,-0.108424
1.581,-0.352185
1.582,-0.484294
1.583,-0.525972
1.584,-0.429524
1.585,-0.208251
1.586,0.060805
1.587,0.142839
1.588,0.194951
1.589,0.114353
1.59,-0.071841
1.591,-0.294897
1.592,-0.403283
1.593,-0.316187
1.594,-0.385357
1.595,-0.422039
1.596,-0.405379
1.597,-0.390465
1.598,-0.301087
1.599,-0.160845
1.6,0.050898
1.601,0.126667
1.602,0.099675
1.603,0.0131
1.604,-0.127843
1.605,-0.238835
1.606,-0.246734
1.607,-0.223798
1.608,-0.175189
1.609,-0.083414
1.61,0.107612
1.611,0.588234
1.612,1.127538
1.613,1.725976
1.614,2.291509
1.615,2.682984
1.616,2.961952
1.617,2.949974
1.618,2.904878
1.619,2.839304
1.62,2.684947
1.621,2.534276
1.622,2.02769
1.623,1.509598
1.624,1.011595
1.625,0.673989
1.626,0.430579
1.627,0.274526
1.628,0.244734
1.629,0.27728
1.63,0.344806
1.631,0.537692
1.632,0.797819
1.633,1.133691
1.634,1.44061
1.635,1.693262
1.636,1.935375
1.637,2.029193
1.638,2.244493
1.639,2.417675
1.64,2.524749
1.641,2.503846
1.642,2.349049
1.643,1.99976
1.644,1.825487
1.645,1.693812
1.646,1.551551
1.647,1.426259
1.648,1.293097
1.649,1.148542
1.65,1.000373
1.651,0.934235
1.652,0.773127
1.653,0.671078
1.654,0.737563
1.655,0.942285
1.656,1.261964
1.657,1.578384
1.658,1.771362
1.659,2.008951
1.66,2.2932
1.661,2.62726
1.662,3.03147
1.663,3.49299
1.664,3.782122
1.665,3.916576
1.666,3.938489
1.667,3.864779
1.668,3.779067
1.669,3.640491
1.67,3.522248
1.671,3.384022
1.672,3.203741
1.673,2.909936
1.674,2.451836
1.675,1.915689
1.676,1.410603
1.677,1.050723
1.678,0.826539
1.679,0.623648
1.68,0.52119
1.681,0.420772
1.682,0.446064
1.683,0.500852
1.684,0.758944
1.685,1.139581
1.686,1.487718
1.687,1.692029
1.688,1.774112
1.689,1.871153
1.69,1.981339
1.691,2.15492
1.692,2.428412
1.693,2.675078
1.694,2.844351
1.695,2.831431
1.696,2.558264
1.697,2.262842
1.698,1.893816
1.699,1.598243
1.7,1.459128
1.701,1.271902
1.702,1.037708
1.703,0.664745
1.704,0.233056
1.705,-0.095061
1.706,-0.27243
1.707,-0.248517
1.708,-0.005544
1.709,0.244187
1.71,0.474302
1.711,0.547492
1.712,0.670444
1.713,0.844972
1.714,1.113188
1.715,1.418392
1.716,1.596518
1.717,1.595723
1.718,1.453046
1.719,1.190404
1.72,0.99723
1.721,0.910336
1.722,0.96262
1.723,1.105996
1.724,1.173377
1.725,1.281424
1.726,1.302878
1.727,1.327482
1.728,1.399346
1.729,1.504811
1.73,1.586092
1.731,1.621647
1.732,1.598911
1.733,1.546718
1.734,1.505358
1.735,1.522018
1.736,1.625943
1.737,1.798676
1.738,1.920569
1.739,1.965105
1.74,1.990441
1.741,1.968725
1.742,1.95381
1.743,1.916477
1.744,1.830966
1.745,1.744139
1.746,1.658207
1.747,1.578502
1.748,1.493016
1.749,1.397861
1.75,1.366275
1.751,1.302112
1.752,1.241567
1.753,1.159917
1.754,1.072619
1.755,1.029089
1.756,0.904146
1.757,0.828808
1.758,0.759131
1.759,0.818614
1.76,0.910379
1.761,1.075422
1.762,1.338043
1.763,1.667728
1.764,1.987241
1.765,2.206485
1.766,2.387203
1.767,2.498977
1.768,2.530203
1.769,2.569105
1.77,2.628235
1.771,2.605942
1.772,2.336369
1.773,2.102435
1.774,1.846839
1.775,1.607668
1.776,1.34608
1.777,1.060759
1.778,0.691314
1.779,0.402933
1.78,0.236459
1.781,0.109475
1.782,0.189118
1.783,0.368649
1.784,0.674677
1.785,0.943933
1.786,1.116434
1.787,1.265768
1.788,1.210143
1.789,1.060812
1.79,0.822605
1.791,0.521521
1.792,0.186102
1.793,-0.278616
1.794,-0.600571
1.795,-0.99002
1.796,-1.19962
1.797,-1.234341
1.798,-1.083632
1.799,-0.791802
1.8,-0.279376
1.801,0.067206
1.802,0.337688
1.803,0.563155
1.804,0.81411
1.805,0.99575
1.806,1.245626
1.807,1.457732
1.808,1.608839
1.809,1.64131
1.81,1.466241
1.811,1.221059
1.812,0.977199
1.813,0.585472
1.814,0.310735
1.815,0.025429
1.816,-0.179665
1.817,-0.297551
1.818,-0.322113
1.819,-0.312414
1.82,-0.096361
1.821,0.099645
1.822,0.394313
1.823,0.726484
1.824,1.169192
1.825,1.633758
1.826,2.299851
1.827,2.593664
1.828,2.850425
1.829,2.901439
1.83,2.867444
1.831,2.762177
1.832,2.670034
1.833,2.50559
1.834,2.284006
1.835,1.936427
1.836,1.403469
1.837,0.797577
1.838,0.227098
1.839,-0.130004
1.84,-0.287384
1.841,-0.387637
1.842,-0.49034
1.843,-0.655736
1.844,-0.733181
1.845,-0.914967
1.846,-0.927481
1.847,-0.791075
1.848,-0.508179
1.849,-0.163383
1.85,0.180471
1.851,0.729224
1.852,1.289148
1.853,2.013417
1.854,2.891894
1.855,3.728724
1.856,4.473755
1.857,5.131834
1.858,5.684286
1.859,6.152189
1.86,6.483901
1.861,6.922035
1.862,7.233444
1.863,7.266013
1.864,7.102705
1.865,6.789509
1.866,6.336545
1.867,5.792976
1.868,5.180408
1.869,4.610258
1.87,4.070179
1.871,3.427404
1.872,2.737329
1.873,2.147612
1.874,1.682077
1.875,1.387765
1.876,1.277481
1.877,1.2307
1.878,1.247208
1.879,1.267299
1.88,1.452162
1.881,1.660498
1.882,1.961643
1.883,2.258218
1.884,2.558932
1.885,2.742171
1.886,2.928672
1.887,3.087466
1.888,3.246353
1.889,3.344983
1.89,3.379551
1.891,3.363906
1.892,3.353759
1.893,3.381897
1.894,3.439095
1.895,3.474104
1.896,3.403892
1.897,3.207141
1.898,2.914678
1.899,2.721784
1.9,2.512791
1.901,2.351444
1.902,2.205624
1.903,1.948588
1.904,1.746927
1.905,1.53191
1.906,1.41733
1.907,1.418386
1.908,1.514326
1.909,1.607362
1.91,1.665781
1.911,1.634001
1.912,1.374801
1.913,1.330265
1.914,1.409887
1.915,1.470406
1.916,1.676068
1.917,1.990645
1.918,2.22819
1.919,2.438705
1.92,2.702163
1.921,2.950322
1.922,3.066985
1.923,2.954907
1.924,2.735648
1.925,2.397925
1.926,2.100963
1.927,1.969263
1.928,1.787798
1.929,1.758482
1.93,1.765395
1.931,1.928726
1.932,1.947751
1.933,2.034823
1.934,2.189867
1.935,2.340249
1.936,2.375956
1.937,2.244432
1.938,1.951967
1.939,1.590708
1.94,1.293225
1.941,1.109889
1.942,1.075365
1.943,1.115051
1.944,1.110824
1.945,1.06645
1.946,1.005439
1.947,0.969748
1.948,0.98261
1.949,0.896881
1.95,0.801844
1.951,0.669749
1.952,0.531005
1.953,0.469504
1.954,0.432844
1.955,0.452902
1.956,0.466372
1.957,0.493291
1.958,0.607216
1.959,0.619038
1.96,0.823458
1.961,0.934157
1.962,0.990188
1.963,1.033706
1.964,1.081536
1.965,0.965016
1.966,0.952918
1.967,0.87374
1.968,0.830832
1.969,0.991123
1.97,0.955175
1.971,0.973802
1.972,0.97952
1.973,1.011497
1.974,0.953476
1.975,0.899937
1.976,0.899043
1.977,1.003246
1.978,1.172479
1.979,1.336451
1.98,1.363635
1.981,1.23646
1.982,0.964355
1.983,0.661325
1.984,0.407426
1.985,0.202495
1.986,0.11153
1.987,0.01946
1.988,0.052688
1.989,0.222412
1.99,0.506426
1.991,0.894849
1.992,1.204604
1.993,1.54638
1.994,1.8769
1.995,2.065019
1.996,2.153296
1.997,2.156645
1.998,1.996969
1.999,1.69954
2,1.321594
2.001,0.92211
2.002,0.673169
2.003,0.50946
2.004,0.350347
2.005,0.215107
2.006,0.138502
2.007,0.307074
2.008,0.655908
2.009,1.152601
2.01,1.757806
2.011,2.358772
2.012,2.812301
2.013,3.261897
2.014,3.418745
2.015,3.641905
2.016,3.872664
2.017,4.022598
2.018,4.103334
2.019,4.189645
2.02,4.413793
2.021,4.385354
2.022,4.319989
2.023,4.202423
2.024,4.110073
2.025,4.03395
2.026,3.909222
2.027,3.64957
2.028,3.313099
2.029,3.002597
2.03,2.641302
2.031,2.421848
2.032,2.330617
2.033,2.311935
2.034,2.269686
2.035,1.892559
2.036,1.638119
2.037,1.406831
2.038,1.185969
2.039,0.957466
2.04,0.648203
2.041,0.26966
2.042,-0.041676
2.043,-0.114338
2.044,-0.263423
2.045,-0.23244
2.046,-0.096662
2.047,0.055102
2.048,0.190908
2.049,0.360992
2.05,0.613962
2.051,0.642847
2.052,0.838742
2.053,1.084248
2.054,1.06936
2.055,0.877841
2.056,0.532622
2.057,0.177497
2.058,-0.158752
2.059,-0.3669
2.06,-0.562048
2.061,-0.669259
2.062,-0.685034
2.063,-0.589084
2.064,-0.623677
2.065,-0.281023
2.066,-0.044831
2.067,0.148207
2.068,0.176863
2.069,0.143136
2.07,0.16714
2.071,0.239761
2.072,0.367065
2.073,0.582
2.074,0.859884
2.075,1.067281
2.076,1.203357
2.077,1.178273
2.078,1.419399
2.079,1.384589
2.08,1.30842
2.081,1.146868
2.082,0.8824
2.083,0.435252
2.084,-0.052839
2.085,-0.421162
2.086,-0.826727
2.087,-0.984762
2.088,-0.95892
2.089,-0.901536
2.09,-0.736476
2.091,-0.585835
2.092,-0.375953
2.093,-0.067322
2.094,0.341561
2.095,0.777301
2.096,1.226882
2.097,1.626848
2.098,2.059381
2.099,2.54317
2.1,2.746695
2.101,2.889636
2.102,3.006881
2.103,3.041672
2.104,2.980853
2.105,2.799377
2.106,2.488508
2.107,2.136733
2.108,1.710132
2.109,1.331864
2.11,1.015117
2.111,0.702814
2.112,0.501574
2.113,0.441614
2.114,0.249702
2.115,0.055745
2.116,-0.120153
2.117,-0.166723
2.118,-0.176638
2.119,-0.07807
2.12,0.122032
2.121,0.179238
2.122,0.094093
2.123,-0.179397
2.124,-0.452275
2.125,-0.524131
2.126,-0.788055
2.127,-0.909717
2.128,-1.031449
2.129,-1.182622
2.13,-1.240144
2.131,-1.271357
2.132,-1.146853
2.133,-0.923536
2.134,-0.671215
2.135,-0.55018
2.136,-0.496473
2.137,-0.688249
2.138,-0.798994
2.139,-0.727317
2.14,-0.518864
2.141,-0.243047
2.142,0.198376
2.143,0.635999
2.144,1.148093
2.145,1.468942
2.146,1.716892
2.147,2.117854
2.148,2.141116
2.149,1.89523
2.15,1.495109
2.151,1.011091
2.152,0.420347
2.153,-0.073842
2.154,-0.412409
2.155,-0.39009
2.156,-0.200731
2.157,0.070347
2.158,0.510206
2.159,1.017338
2.16,1.509527
2.161,1.939248
2.162,2.350448
2.163,2.692887
2.164,2.930233
2.165,3.010474
2.166,2.957677
2.167,2.799985
2.168,2.55297
2.169,2.242626
2.17,1.807589
2.171,1.45331
2.172,1.094996
2.173,0.865073
2.174,0.620763
2.175,0.687348
2.176,0.833129
2.177,1.189742
2.178,1.514172
2.179,1.864659
2.18,2.237169
2.181,2.570567
2.182,2.754678
2.183,2.841254
2.184,2.844768
2.185,2.732802
2.186,2.673904
2.187,2.632528
2.188,2.60885
2.189,2.552907
2.19,2.328776
2.191,2.077055
2.192,1.817059
2.193,1.4615
2.194,1.194841
2.195,0.972003
2.196,0.816895
2.197,0.289351
2.198,-0.050955
2.199,-0.373621
2.2,-0.538262
2.201,-0.728142
2.202,-0.827429
2.203,-1.178487
2.204,-0.690768
2.205,-0.662785
2.206,-0.462616
2.207,-0.495522
2.208,-0.855148
2.209,-0.930645
2.21,-1.011978
2.211,-1.041877
2.212,-0.961357
2.213,-1.000589
2.214,-0.932286
2.215,-0.867237
2.216,-0.685989
2.217,-0.355101
2.218,0.069172
2.219,0.464269
2.22,0.713517
2.221,0.889493
2.222,1.027452
2.223,1.154471
2.224,1.356038
2.225,1.722787
2.226,1.920937
2.227,1.991967
2.228,1.852812
2.229,1.935095
2.23,1.978983
2.231,1.996377
2.232,1.955442
2.233,1.843758
2.234,1.663256
2.235,1.503069
2.236,1.259507
2.237,0.940564
2.238,0.602753
2.239,0.192941
2.24,-0.217036
2.241,-0.534907
2.242,-0.688536
2.243,-0.851603
2.244,-0.86281
2.245,-0.822855
2.246,-0.740532
2.247,-0.644387
2.248,-0.523797
2.249,-0.351838
2.25,0.053884
2.251,0.217731
2.252,0.316254
2.253,0.324718
2.254,0.336481
2.255,0.338347
2.256,0.426589
2.257,0.670056
2.258,0.92636
2.259,1.180482
2.26,1.375197
2.261,1.459442
2.262,1.619587
2.263,1.652359
2.264,1.620393
2.265,1.495855
2.266,1.139138
2.267,0.872682
2.268,0.581424
2.269,0.295371
2.27,0.004281
2.271,-0.183329
2.272,-0.315292
2.273,-0.409038
2.274,-0.531069
2.275,-0.602637
2.276,-0.599951
2.277,-0.432879
2.278,-0.28106
2.279,-0.101057
2.28,0.061911
2.281,0.304967
2.282,0.597206
2.283,0.829913
2.284,1.003418
2.285,1.069583
2.286,1.034183
2.287,0.924837
2.288,0.715378
2.289,0.48246
2.29,0.271679
2.291,0.056861
2.292,-0.117775
2.293,-0.222488
2.294,-0.217212
2.295,-0.189364
2.296,-0.351429
2.297,-0.353524
2.298,-0.301722
2.299,-0.214467
2.3,-0.149819
2.301,-0.045239
2.302,-0.014241
2.303,-0.030478
2.304,-0.053063
2.305,-0.137383
2.306,-0.243897
2.307,-0.244118
2.308,-0.252894
2.309,-0.25742
2.31,-0.29121
2.311,-0.441702
2.312,-0.732067
2.313,-1.049525
2.314,-1.367215
2.315,-1.513852
2.316,-1.570447
2.317,-1.617049
2.318,-1.749104
2.319,-1.905551
2.32,-1.938935
2.321,-1.788131
2.322,-1.51016
2.323,-1.316524
2.324,-1.135264
2.325,-1.081243
2.326,-1.077123
2.327,-1.100803
2.328,-1.09804
2.329,-1.163374
2.33,-1.21822
2.331,-1.351592
2.332,-1.455605
2.333,-1.571688
2.334,-1.701297
2.335,-1.72316
2.336,-1.781254
2.337,-1.760079
2.338,-1.696242
2.339,-1.661814
2.34,-1.628594
2.341,-1.620968
2.342,-1.496586
2.343,-1.198013
2.344,-1.101451
2.345,-0.971963
2.346,-0.811459
2.347,-0.690204
2.348,-0.545795
2.349,-0.402677
2.35,-0.393869
2.351,-0.514859
2.352,-0.431379
2.353,-0.442023
2.354,-0.294204
2.355,-0.150487
2.356,0.140825
2.357,0.454302
2.358,0.498412
2.359,0.58244
2.36,0.667662
2.361,0.89308
2.362,0.874371
2.363,0.890974
2.364,1.076018
2.365,1.187011
2.366,1.197344
2.367,1.270729
2.368,1.360077
2.369,1.571512
2.37,1.753132
2.371,2.006341
2.372,2.06112
2.373,1.967205
2.374,1.72562
2.375,1.475757
2.376,1.288812
2.377,1.191254
2.378,1.12659
2.379,1.112434
2.38,1.000205
2.381,1.348746
2.382,1.554268
2.383,1.788102
2.384,2.015636
2.385,2.264337
2.386,2.447476
2.387,2.585973
2.388,2.736039
2.389,2.775937
2.39,3.049953
2.391,3.196125
2.392,3.256664
2.393,3.213845
2.394,2.891647
2.395,2.632416
2.396,2.262694
2.397,1.900108
2.398,1.616483
2.399,1.367272
2.4,1.10769
2.401,0.830922
2.402,0.691734
2.403,0.790463
2.404,1.06118
2.405,1.402507
2.406,1.728846
2.407,1.956343
2.408,1.904452
2.409,1.693305
2.41,1.357063
2.411,0.971655
2.412,0.496271
2.413,-0.069229
2.414,-0.615577
2.415,-1.123599
2.416,-1.466137
2.417,-1.771938
2.418,-1.745822
2.419,-1.301401
2.42,-0.86246
2.421,-0.311091
2.422,0.204669
2.423,0.56332
2.424,0.759046
2.425,0.820048
2.426,0.833995
2.427,0.830717
2.428,0.682137
2.429,0.37556
2.43,-0.028757
2.431,-0.514653
2.432,-0.951262
2.433,-1.210701
2.434,-1.306655
2.435,-1.241151
2.436,-1.171487
2.437,-1.18897
2.438,-1.075565
2.439,-0.78898
2.44,-0.433335
2.441,-0.031993
2.442,0.390963
2.443,0.817294
2.444,1.186172
2.445,1.54458
2.446,1.832528
2.447,2.095393
2.448,2.270233
2.449,2.401923
2.45,2.473664
2.451,2.556012
2.452,2.590484
2.453,2.556981
2.454,2.477956
2.455,2.429265
2.456,2.395549
2.457,2.298692
2.458,2.299635
2.459,2.311418
2.46,2.344509
2.461,2.510001
2.462,2.463658
2.463,2.343619
2.464,2.182652
2.465,1.939279
2.466,1.774397
2.467,1.581663
2.468,1.416401
2.469,1.157523
2.47,0.86477
2.471,0.624735
2.472,0.603085
2.473,0.723954
2.474,0.938562
2.475,1.115799
2.476,1.031792
2.477,0.942403
2.478,0.818823
2.479,0.766821
2.48,0.701798
2.481,0.665037
2.482,0.582044
2.483,0.525583
2.484,0.54787
2.485,0.560697
2.486,0.900949
2.487,1.298469
2.488,1.617684
2.489,1.824478
2.49,1.963715
2.491,2.06279
2.492,2.095944
2.493,2.002159
2.494,2.002014
2.495,1.649296
2.496,1.263406
2.497,0.941293
2.498,0.820897
2.499,0.779274
2.5,0.845246
2.501,0.956837
2.502,1.008315
2.503,1.031928
2.504,1.02863
2.505,1.158148
2.506,1.301196
2.507,1.502602
2.508,1.750404
2.509,1.987795
2.51,2.18479
2.511,2.365319
2.512,2.454418
2.513,2.510103
2.514,2.564955
2.515,2.607427
2.516,2.587796
2.517,2.531429
2.518,2.434015
2.519,2.300508
2.52,2.207469
2.521,2.133649
2.522,2.055363
2.523,1.922259
2.524,1.648854
2.525,1.387784
2.526,1.169179
2.527,0.970697
2.528,0.687206
2.529,0.404371
2.53,0.296686
2.531,0.330991
2.532,0.465949
2.533,0.681724
2.534,0.942876
2.535,1.243947
2.536,1.459064
2.537,1.739946
2.538,2.055002
2.539,2.343268
2.54,2.711271
2.541,2.872227
2.542,3.031128
2.543,3.119467
2.544,3.141645
2.545,3.117411
2.546,2.808119
2.547,2.74997
2.548,2.500484
2.549,2.161522
2.55,1.700019
2.551,1.202461
2.552,0.787729
2.553,0.482826
2.554,0.256957
2.555,0.197067
2.556,0.316662
2.557,0.556948
2.558,0.838001
2.559,1.238121
2.56,1.540943
2.561,1.722544
2.562,1.765186
2.563,1.789742
2.564,1.795863
2.565,1.597539
2.566,1.404818
2.567,1.145619
2.568,0.840159
2.569,0.458545
2.57,0.016908
2.571,-0.442704
2.572,-0.689103
2.573,-0.919385
2.574,-1.057413
2.575,-0.951027
2.576,-0.821668
2.577,-0.639672
2.578,-0.524751
2.579,-0.429703
2.58,-0.296702
2.581,-0.066671
2.582,0.193233
2.583,0.370524
2.584,0.388636
2.585,0.236367
2.586,0.00664
2.587,-0.276015
2.588,-0.595997
2.589,-0.866033
2.59,-0.998058
2.591,-1.128204
2.592,-1.143191
2.593,-0.922079
2.594,-0.669535
2.595,-0.387765
2.596,-0.127332
2.597,0.122756
2.598,0.271309
2.599,0.431014
2.6,0.525913
2.601,0.59687
2.602,0.649143
2.603,0.636459
2.604,0.590621
2.605,0.459364
2.606,0.291893
2.607,0.227132
2.608,0.214351
2.609,0.335245
2.61,0.641216
2.611,0.920247
2.612,1.13767
2.613,1.22466
2.614,1.195296
2.615,1.285587
2.616,1.40577
2.617,1.576811
2.618,1.699259
2.619,1.649969
2.62,1.594197
2.621,1.56594
2.622,1.566676
2.623,1.56157
2.624,1.556288
2.625,1.551028
2.626,1.335004
2.627,1.221571
2.628,1.144857
2.629,1.153592
2.63,1.042307
2.631,0.901068
2.632,0.869364
2.633,0.672895
2.634,0.4726
2.635,0.334737
2.636,0.218644
2.637,0.205592
2.638,0.305337
2.639,0.467455
2.64,0.684045
2.641,0.802959
2.642,0.919515
2.643,1.108499
2.644,1.155634
2.645,1.075452
2.646,1.096577
2.647,1.087218
2.648,0.984188
2.649,0.817531
2.65,0.680211
2.651,0.533804
2.652,0.467693
2.653,0.443344
2.654,0.658038
2.655,0.852347
2.656,1.056112
2.657,1.210447
2.658,1.25899
2.659,1.260247
2.66,1.196964
2.661,1.16877
2.662,1.137035
2.663,1.059881
2.664,0.989217
2.665,0.982509
2.666,1.098924
2.667,1.216682
2.668,1.307672
2.669,1.310149
2.67,1.201287
2.671,0.925618
2.672,0.574608
2.673,0.330806
2.674,0.105794
2.675,-0.081968
2.676,-0.308535
2.677,-0.594252
2.678,-0.766759
2.679,-0.748946
2.68,-0.557463
2.681,-0.262876
2.682,0.155387
2.683,0.554751
2.684,0.818554
2.685,0.920242
2.686,0.974715
2.687,1.053498
2.688,1.072915
2.689,1.086298
2.69,1.027997
2.691,1.000878
2.692,0.985087
2.693,0.957386
2.694,0.914859
2.695,0.857856
2.696,0.772463
2.697,0.643371
2.698,0.577958
2.699,0.587928
2.7,0.663146
2.701,0.735436
2.702,0.799815
2.703,0.873818
2.704,0.836692
2.705,0.840928
2.706,0.712679
2.707,0.51132
2.708,0.326551
2.709,0.134242
2.71,-0.176255
2.711,-0.319416
2.712,-0.283322
2.713,-0.108779
2.714,0.011133
2.715,0.153423
2.716,0.322156
2.717,0.602604
2.718,0.995785
2.719,1.243803
2.72,1.375848
2.721,1.40622
2.722,1.603769
2.723,1.588625
2.724,1.619656
2.725,1.479436
2.726,1.44646
2.727,1.392027
2.728,1.375786
2.729,1.39132
2.73,1.443162
2.731,1.543235
2.732,1.61288
2.733,1.644686
2.734,1.635702
2.735,1.649001
2.736,1.571561
2.737,1.422989
2.738,1.230397
2.739,1.053472
2.74,0.878813
2.741,0.670663
2.742,0.449825
2.743,-0.023999
2.744,-0.135932
2.745,-0.246539
2.746,-0.237979
2.747,-0.184457
2.748,-0.09787
2.749,-0.106249
2.75,-0.190533
2.751,-0.141293
2.752,-0.058608
2.753,0.076748
2.754,0.193164
2.755,0.178598
2.756,0.108418
2.757,-0.038285
2.758,-0.036855
2.759,0.119467
2.76,0.388987
2.761,0.697958
2.762,0.911744
2.763,1.1162
2.764,1.319092
2.765,1.50067
2.766,1.629291
2.767,1.809638
2.768,1.905937
2.769,1.520839
2.77,1.278356
2.771,1.030066
2.772,0.784859
2.773,0.574077
2.774,0.452681
2.775,0.434164
2.776,0.444766
2.777,0.454433
2.778,0.471428
2.779,0.497714
2.78,0.464469
2.781,0.354981
2.782,0.18394
2.783,0.096315
2.784,-0.304929
2.785,-0.648306
2.786,-0.916472
2.787,-1.143278
2.788,-1.30729
2.789,-1.49033
2.79,-1.507747
2.791,-1.42222
2.792,-1.285688
2.793,-1.0623
2.794,-0.790758
2.795,-0.436326
2.796,-0.094646
2.797,0.200608
2.798,0.403461
2.799,0.488942
2.8,0.462414
2.801,0.340668
2.802,0.319529
2.803,0.120105
2.804,-0.045758
2.805,-0.143301
2.806,-0.226176
2.807,-0.21757
2.808,-0.158993
2.809,-0.045064
2.81,-0.017222
2.811,0.270038
2.812,0.581986
2.813,0.849498
2.814,1.016411
2.815,1.043683
2.816,1.065459
2.817,1.069258
2.818,1.171914
2.819,1.302545
2.82,1.519212
2.821,1.739685
2.822,1.931021
2.823,2.130724
2.824,2.308594
2.825,2.443434
2.826,2.512956
2.827,2.569703
2.828,2.586197
2.829,2.453642
2.83,2.27104
2.831,1.955121
2.832,1.75178
2.833,1.620468
2.834,1.507088
2.835,1.392908
2.836,1.323212
2.837,1.294797
2.838,1.32954
2.839,1.464182
2.84,1.49097
2.841,1.763476
2.842,1.917973
2.843,1.961368
2.844,1.907227
2.845,1.877374
2.846,1.891899
2.847,2.010137
2.848,2.249329
2.849,2.319355
2.85,2.39905
2.851,2.483288
2.852,2.552073
2.853,2.627952
2.854,2.628681
2.855,2.613748
2.856,2.504974
2.857,2.330718
2.858,2.039948
2.859,1.599809
2.86,1.17164
2.861,0.687548
2.862,0.263354
2.863,-0.041536
2.864,-0.212083
2.865,-0.302525
2.866,-0.418584
2.867,-0.436847
2.868,-0.296264
2.869,-0.063163
2.87,0.19779
2.871,0.479996
2.872,0.657516
2.873,0.956133
2.874,1.08867
2.875,1.414284
2.876,1.683124
2.877,1.768261
2.878,1.681083
2.879,1.495559
2.88,1.218214
2.881,0.86419
2.882,0.452849
2.883,-0.064912
2.884,-0.490002
2.885,-0.785418
2.886,-0.654202
2.887,-0.774794
2.888,-0.790492
2.889,-0.711181
2.89,-0.590018
2.891,-0.113643
2.892,0.499207
2.893,1.234359
2.894,1.78772
2.895,2.153669
2.896,2.357052
2.897,2.412924
2.898,2.346196
2.899,2.233142
2.9,2.108558
2.901,1.877786
2.902,1.606737
2.903,1.454501
2.904,1.285879
2.905,1.152947
2.906,1.094001
2.907,1.269408
2.908,1.495907
2.909,1.749272
2.91,1.906758
2.911,2.051866
2.912,2.02765
2.913,1.888702
2.914,1.761182
2.915,1.840213
2.916,2.000499
2.917,2.211619
2.918,2.303574
2.919,2.269006
2.92,2.131706
2.921,1.944739
2.922,1.719163
2.923,1.475537
2.924,1.24757
2.925,0.977315
2.926,0.647015
2.927,0.317045
2.928,0.036077
2.929,-0.168722
2.93,-0.316051
2.931,-0.407092
2.932,-0.347476
2.933,-0.158155
2.934,0.122095
2.935,0.381295
2.936,0.74504
2.937,1.083276
2.938,1.384376
2.939,1.615228
2.94,1.675176
2.941,1.923852
2.942,2.11804
2.943,2.292289
2.944,2.357104
2.945,2.232569
2.946,2.116237
2.947,2.174604
2.948,2.041598
2.949,1.987088
2.95,2.036477
2.951,2.136422
2.952,2.220812
2.953,2.306276
2.954,2.402274
2.955,2.501476
2.956,2.62054
2.957,2.690967
2.958,2.802869
2.959,2.954248
2.96,3.120604
2.961,3.324986
2.962,3.563521
2.963,3.808148
2.964,3.955421
2.965,3.925404
2.966,3.773907
2.967,3.559544
2.968,3.347673
2.969,3.134491
2.97,2.876327
2.971,2.415204
2.972,1.827343
2.973,1.353671
2.974,1.124115
2.975,1.142078
2.976,1.152199
2.977,1.055584
2.978,0.783789
2.979,0.417399
2.98,0.112009
2.981,0.071823
2.982,0.2233
2.983,0.328876
2.984,0.550603
2.985,0.677754
2.986,0.658729
2.987,0.711391
2.988,0.79047
2.989,0.81377
2.99,0.89108
2.991,0.689072
2.992,0.359901
2.993,-0.043417
2.994,-0.576773
2.995,-1.113953
2.996,-1.529633
2.997,-1.765152
2.998,-1.798781
2.999,-1.646344
3,-1.414503
3.001,-1.057856
3.002,-0.712226
3.003,-0.44892
3.004,-0.205038
3.005,0.102105
3.006,0.342347
3.007,0.617244
3.008,0.793206
3.009,0.910493
3.01,0.956361
3.011,0.977811
3.012,0.993408
3.013,1.064848
3.014,1.175951
3.015,1.348126
3.016,1.480075
3.017,1.514778
3.018,1.439211
3.019,1.372815
3.02,1.360404
3.021,1.302132
