time,theta_t,theta_t_fit
0.747,-8.983248,-6.23932933
0.748,-9.137297,-6.225205791
0.749,-8.92059,-6.210884064
0.75,-9.095308,-6.196364604
0.751,-9.270443,-6.181647872
0.752,-9.546462,-6.166734339
0.753,-9.789594,-6.151624478
0.754,-10.053523,-6.136318771
0.755,-10.443502,-6.120817705
0.756,-10.956883,-6.105121773
0.757,-11.467401,-6.089231475
0.758,-12.008136,-6.073147317
0.759,-12.470872,-6.056869811
0.76,-12.734827,-6.040399476
0.761,-12.780874,-6.023736835
0.762,-12.677392,-6.006882419
0.763,-12.503584,-5.989836765
0.764,-12.244078,-5.972600415
0.765,-11.783558,-5.955173918
0.766,-11.080604,-5.937557829
0.767,-10.237703,-5.919752709
0.768,-9.48336,-5.901759125
0.769,-8.984598,-5.883577649
0.77,-8.741943,-5.86520886
0.771,-8.574792,-5.846653344
0.772,-8.34283,-5.82791169
0.773,-7.984068,-5.808984496
0.774,-7.550353,-5.789872364
0.775,-7.209542,-5.770575902
0.776,-7.085405,-5.751095725
0.777,-7.077378,-5.731432454
0.778,-7.290393,-5.711586713
0.779,-7.483585,-5.691559135
0.78,-7.54503,-5.671350358
0.781,-7.78491,-5.650961024
0.782,-8.047266,-5.630391784
0.783,-8.397899,-5.609643291
0.784,-8.709638,-5.588716207
0.785,-9.010338,-5.567611198
0.786,-9.019058,-5.546328935
0.787,-9.063195,-5.524870096
0.788,-8.940306,-5.503235365
0.789,-9.072871,-5.481425429
0.79,-8.771978,-5.459440984
0.791,-8.559095,-5.437282729
0.792,-8.226889,-5.41495137
0.793,-7.874283,-5.392447618
0.794,-7.599779,-5.369772189
0.795,-7.508719,-5.346925805
0.796,-7.538008,-5.323909194
0.797,-7.619583,-5.300723087
0.798,-7.713065,-5.277368224
0.799,-7.867715,-5.253845348
0.8,-8.101642,-5.230155208
0.801,-8.293852,-5.206298558
0.802,-8.71549,-5.182276157
0.803,-9.249434,-5.15808877
0.804,-9.760529,-5.133737168
0.805,-10.111049,-5.109222126
0.806,-10.356458,-5.084544423
0.807,-10.510772,-5.059704846
0.808,-10.566799,-5.034704186
0.809,-10.635595,-5.009543238
0.81,-10.365996,-4.984222804
0.811,-10.240299,-4.95874369
0.812,-9.727958,-4.933106706
0.813,-9.132343,-4.907312669
0.814,-8.263006,-4.8813624
0.815,-7.630946,-4.855256726
0.816,-6.99238,-4.828996477
0.817,-6.341644,-4.80258249
0.818,-5.710116,-4.776015605
0.819,-5.108024,-4.749296668
0.82,-4.681078,-4.72242653
0.821,-4.616893,-4.695406047
0.822,-4.486728,-4.668236078
0.823,-4.475917,-4.640917489
0.824,-4.549603,-4.613451148
0.825,-4.715654,-4.585837932
0.826,-4.995903,-4.558078718
0.827,-5.379054,-4.530174391
0.828,-5.841395,-4.502125839
0.829,-6.31619,-4.473933955
0.83,-6.653891,-4.445599637
0.831,-6.801409,-4.417123785
0.832,-6.827387,-4.388507308
0.833,-6.665792,-4.359751116
0.834,-6.517123,-4.330856125
0.835,-6.364751,-4.301823254
0.836,-6.189751,-4.272653429
0.837,-5.873472,-4.243347576
0.838,-5.563045,-4.21390663
0.839,-5.32475,-4.184331528
0.84,-4.902763,-4.154623212
0.841,-4.930464,-4.124782627
0.842,-5.121443,-4.094810722
0.843,-5.313197,-4.064708454
0.844,-5.387343,-4.034476779
0.845,-5.379041,-4.00411666
0.846,-5.287572,-3.973629064
0.847,-5.214299,-3.943014962
0.848,-5.169671,-3.912275327
0.849,-5.16097,-3.88141114
0.85,-5.050955,-3.850423381
0.851,-4.754402,-3.819313039
0.852,-4.367427,-3.788081103
0.853,-4.085957,-3.756728567
0.854,-3.943112,-3.72525643
0.855,-3.942772,-3.693665694
0.856,-4.181647,-3.661957365
0.857,-4.59961,-3.630132451
0.858,-5.028522,-3.598191967
0.859,-5.491765,-3.566136929
0.86,-5.79784,-3.533968357
0.861,-5.994543,-3.501687276
0.862,-6.125108,-3.469294713
0.863,-6.215159,-3.4367917
0.864,-6.195561,-3.404179272
0.865,-6.232847,-3.371458466
0.866,-6.144741,-3.338630325
0.867,-5.942115,-3.305695893
