time,theta_t,theta_t_fit
0.852,22.186467,19.02840586
0.853,22.029311,18.96114997
0.854,22.145861,18.89277364
0.855,22.264632,18.8232883
0.856,22.315531,18.75270547
0.857,22.346836,18.68103677
0.858,22.381474,18.60829392
0.859,22.37014,18.53448871
0.86,22.362759,18.45963302
0.861,22.323009,18.38373883
0.862,22.334564,18.3068182
0.863,22.610206,18.22888327
0.864,22.775148,18.14994626
0.865,23.066087,18.0700195
0.866,23.391771,17.98911536
0.867,23.555501,17.90724633
0.868,23.590489,17.82442494
0.869,23.551802,17.74066384
0.87,23.538577,17.65597571
0.871,23.483048,17.57037336
0.872,23.512696,17.48386962
0.873,23.542565,17.39647744
0.874,23.367433,17.3082098
0.875,23.088182,17.21907978
0.876,22.851591,17.12910052
0.877,22.690724,17.03828523
0.878,22.771368,16.94664719
0.879,22.964442,16.85419974
0.88,23.249516,16.76095628
0.881,23.516059,16.66693029
0.882,23.883728,16.57213529
0.883,24.200387,16.47658489
0.884,24.500954,16.38029273
0.885,24.71883,16.28327253
0.886,25.017192,16.18553806
0.887,25.411103,16.08710314
0.888,25.720486,15.98798165
0.889,25.954827,15.88818752
0.89,26.016909,15.78773474
0.891,25.745576,15.68663735
0.892,25.324463,15.58490943
0.893,24.744739,15.48256511
0.894,24.26364,15.37961858
0.895,23.82115,15.27608406
0.896,23.246161,15.17197583
0.897,22.554851,15.06730819
0.898,21.561471,14.9620955
0.899,20.763986,14.85635216
0.9,20.168714,14.7500926
0.901,19.737411,14.6433313
0.902,19.666662,14.53608276
0.903,19.607107,14.42836153
0.904,19.500109,14.32018219
0.905,19.461497,14.21155934
0.906,19.306788,14.10250763
0.907,19.143235,13.99304174
0.908,18.964055,13.88317635
0.909,18.347206,13.77292619
0.91,17.964179,13.66230602
0.911,17.644825,13.55133062
0.912,17.317474,13.44001478
0.913,16.971147,13.32837332
0.914,16.882961,13.21642109
0.915,16.956916,13.10417295
0.916,16.829555,12.99164377
0.917,16.987268,12.87884844
0.918,17.163659,12.76580189
0.919,17.342568,12.65251902
0.92,17.363464,12.53901477
0.921,17.172295,12.42530409
0.922,16.988985,12.31140193
0.923,16.682301,12.19732326
0.924,16.263084,12.08308304
0.925,15.799087,11.96869624
0.926,15.405009,11.85417785
0.927,15.104694,11.73954285
0.928,14.777283,11.62480621
0.929,14.633198,11.50998291
0.93,14.558278,11.39508795
0.931,14.48168,11.28013629
0.932,14.536208,11.1651429
0.933,14.505914,11.05012276
0.934,14.543131,10.93509082
0.935,14.519293,10.82006203
0.936,14.533089,10.70505134
0.937,14.611956,10.59007366
0.938,14.350899,10.47514393
0.939,14.029016,10.36027704
0.94,13.712683,10.24548788
0.941,13.364073,10.13079133
0.942,13.050171,10.01620223
0.943,12.87663,9.901735418
0.944,12.826502,9.78740571
0.945,12.735762,9.673227895
0.946,12.826498,9.559216741
0.947,12.516424,9.44538699
0.948,12.056855,9.331753359
0.949,11.883085,9.218330536
0.95,0.235022,9.105133182
0.951,-0.219049,8.992175927
0.952,-0.684962,8.87947337
0.953,10.592406,8.767040074
0.954,10.391586,8.654890572
0.955,10.284909,8.54303936
0.956,10.273866,8.431500897
0.957,10.389197,8.320289603
0.958,10.518342,8.209419859
0.959,10.86131,8.098906006
0.96,11.099392,7.988762342
0.961,11.434797,7.879003122
0.962,11.531065,7.769642556
0.963,11.643428,7.660694808
0.964,11.756895,7.552173996
0.965,11.763006,7.444094186
0.966,11.731822,7.336469398
0.967,11.709136,7.229313598
0.968,11.781999,7.122640701
0.969,11.755973,7.016464567
0.97,11.70497,6.910799003
0.971,11.639141,6.805657758
0.972,11.56904,6.701054524
0.973,11.482314,6.597002934
0.974,11.360824,6.493516561
0.975,11.183332,6.390608918
0.976,10.896186,6.288293452
0.977,10.639865,6.186583551
0.978,10.36688,6.085492535
0.979,10.11699,5.985033657
0.98,9.991511,5.885220106
0.981,9.990022,5.786064999
0.982,10.198772,5.687581386
0.983,10.48164,5.589782243
0.984,10.978949,5.492680477
0.985,11.521291,5.396288918
0.986,12.052685,5.300620325
0.987,12.258528,5.20568738
0.988,12.506469,5.111502686
0.989,12.463859,5.018078772
0.99,12.295743,4.925428084
0.991,12.281194,4.83356299
0.992,12.216663,4.742495775
0.993,12.06583,4.652238643
0.994,12.134167,4.562803714
0.995,11.983721,4.474203021
0.996,11.939491,4.386448514
0.997,11.872549,4.299552054
0.998,11.89482,4.213525415
0.999,11.985486,4.128380282
1,12.022135,4.044128248
1.001,11.877757,3.960780816
1.002,11.777194,3.878349397
1.003,11.523236,3.796845308
1.004,11.413822,3.716279771
1.005,10.978502,3.636663913
1.006,10.673329,3.558008764
1.007,10.566134,3.480325258
1.008,10.525147,3.403624229
1.009,10.593825,3.327916411
1.01,10.593576,3.253212439
1.011,10.709421,3.179522846
1.012,10.697751,3.106858062
1.013,11.060745,3.035228414
1.014,11.326475,2.964644124
1.015,11.574501,2.89511531
1.016,11.741463,2.826651982
1.017,11.697108,2.759264043
1.018,11.572083,2.692961291
1.019,11.304211,2.62775341
1.02,10.95474,2.563649978
1.021,10.547876,2.50066046
1.022,10.093132,2.438794212
1.023,10.031229,2.378060474
1.024,9.652295,2.318468374
1.025,9.299428,2.260026928
1.026,8.97851,2.202745033
1.027,8.596273,2.146631474
1.028,8.457046,2.091694916
1.029,8.411403,2.037943909
1.03,8.403846,1.985386884
1.031,8.451372,1.934032151
1.032,8.50203,1.883887903
1.033,8.495473,1.834962212
1.034,8.367059,1.787263026
1.035,8.191703,1.740798174
1.036,7.879521,1.695575361
1.037,7.488757,1.651602168
1.038,7.150518,1.608886053
1.039,-5.662868,1.567434347
1.04,-6.314303,1.527254258
1.041,-7.086369,1.488352866
1.042,-7.898059,1.450737124
1.043,-8.62042,1.414413859
1.044,-9.174887,1.379389768
1.045,-9.495074,1.345671419
1.046,-9.64563,1.313265253
1.047,-9.752898,1.282177579
1.048,-9.895972,1.252414575
1.049,-10.034358,1.223982288
1.05,-10.006091,1.196886635
1.051,-10.089987,1.171133398
1.052,-10.174261,1.146728228
1.053,-10.372884,1.123676641
1.054,-10.743942,1.101984021
1.055,-11.096004,1.081655616
1.056,-11.530159,1.062696539
1.057,-12.003897,1.045111769
1.058,-12.44662,1.028906148
1.059,-12.826576,1.01408438
1.06,-13.190575,1.000651036
1.061,-13.303006,0.988610547
1.062,-13.26655,0.977967206
1.063,-13.099007,0.96872517
1.064,-12.775383,0.960888456
1.065,-12.461698,0.954460942
1.066,-12.073797,0.949446367
1.067,-11.614864,0.945848331
1.068,-11.123477,0.943670294
1.069,-10.652285,0.942915574
1.07,-10.30716,0.943587351
1.071,-10.127529,0.945688662
1.072,-10.090029,0.949222403
1.073,-10.059564,0.954191329
1.074,-10.091517,0.960598054
1.075,-10.095229,0.968445048
1.076,1.19476,0.977734641
1.077,1.242392,0.988469018
1.078,1.388922,1.000650222
1.079,1.401289,1.014280154
1.08,1.478387,1.029360572
1.081,1.667508,1.045893089
1.082,1.867325,1.063879175
1.083,1.766664,1.083320157
1.084,1.793576,1.104217218
1.085,1.709631,1.126571397
1.086,1.689871,1.150383588
1.087,1.467619,1.175654541
1.088,1.047417,1.202384864
1.089,0.757208,1.230575017
1.09,0.478426,1.260225319
1.091,0.169965,1.291335942
1.092,-0.438169,1.323906914
1.093,-0.899647,1.357938119
1.094,-11.458629,1.393429297
1.095,-12.077313,1.430380042
1.096,-12.609395,1.468789803
1.097,-12.911149,1.508657887
1.098,-13.311041,1.549983453
1.099,-13.578423,1.59276552
1.1,-13.719205,1.637002957
1.101,-13.484182,1.682694494
1.102,-12.843704,1.729838713
1.103,-12.017948,1.778434054
1.104,-11.32978,1.828478812
1.105,-2.216891,1.879971137
1.106,-10.857405,1.932909038
1.107,-10.659613,1.987290378
1.108,-10.386611,2.043112878
1.109,-10.153413,2.100374113
1.11,-10.122325,2.15907152
1.111,-10.080462,2.219202387
1.112,-10.190376,2.280763865
1.113,-10.273454,2.343752957
1.114,-10.178566,2.408166529
1.115,-9.731088,2.474001302
1.116,-9.08108,2.541253855
1.117,-8.29179,2.609920627
1.118,-7.525887,2.679997916
1.119,-6.835405,2.751481878
1.12,-6.095571,2.824368529
1.121,0.711829,2.898653744
1.122,1.042655,2.974333261
1.123,1.321278,3.051402675
1.124,1.533085,3.129857443
1.125,1.704043,3.209692885
1.126,1.850223,3.290904181
1.127,1.991982,3.373486373
1.128,2.084346,3.457434365
1.129,2.029344,3.542742926
1.13,1.842598,3.629406686
1.131,1.883784,3.71742014
1.132,1.971174,3.806777647
1.133,2.10807,3.897473432
1.134,2.339463,3.989501583
1.135,2.092033,4.082856054
1.136,2.381743,4.177530667
1.137,2.766146,4.27351911
1.138,3.199023,4.370814937
1.139,3.699507,4.469411571
1.14,4.047075,4.569302304
1.141,4.693073,4.670480295
1.142,5.396528,4.772938575
1.143,6.088663,4.876670044
1.144,6.660839,4.981667472
1.145,7.262791,5.087923502
1.146,7.822044,5.195430647
1.147,8.177608,5.304181294
1.148,8.399362,5.414167705
1.149,8.370068,5.525382011
1.15,8.370027,5.637816223
1.151,8.416837,5.751462225
1.152,8.477665,5.866311776
1.153,8.626269,5.982356514
1.154,8.255472,6.099587953
1.155,8.453899,6.217997486
1.156,8.511401,6.337576384
1.157,8.846773,6.458315798
1.158,9.288429,6.58020676
1.159,9.651588,6.703240184
1.16,9.584462,6.827406863
1.161,10.234915,6.952697477
1.162,10.818073,7.079102586
1.163,11.338128,7.206612636
1.164,11.872476,7.335217959
1.165,12.412913,7.464908772
1.166,12.843517,7.59567518
1.167,13.232582,7.727507173
1.168,13.512406,7.860394634
1.169,14.082444,7.994327332
1.17,14.524716,8.129294929
1.171,15.027272,8.265286977
1.172,15.520085,8.40229292
1.173,15.940321,8.540302096
1.174,16.402515,8.679303737
1.175,16.828117,8.819286969
1.176,17.142655,8.960240816
1.177,17.625857,9.102154198
1.178,17.86985,9.245015931
1.179,18.390329,9.388814733
1.18,18.920245,9.533539221
1.181,19.456331,9.679177912
1.182,19.75124,9.825719224
1.183,19.980017,9.973151481
1.184,19.839019,10.12146291
1.185,20.118808,10.27064164
1.186,20.082804,10.4206757
1.187,19.994915,10.57155305
1.188,19.932811,10.72326154
1.189,20.046724,10.87578892
1.19,20.169844,11.02912286
1.191,20.304025,11.18325096
1.192,20.843079,11.3381607
1.193,21.544124,11.49383949
1.194,22.341657,11.65027466
1.195,23.192354,11.80745345
1.196,24.082011,11.96536301
1.197,24.929371,12.12399041
1.198,25.698596,12.28332264
1.199,26.323346,12.44334663
1.2,26.744787,12.6040492
1.201,26.996869,12.76541711
1.202,27.080327,12.92743704
1.203,27.076412,13.09009559
1.204,26.761139,13.2533793
1.205,26.707592,13.41727462
1.206,26.589049,13.58176795
1.207,26.205392,13.74684558
1.208,25.974447,13.91249378
1.209,25.946041,14.07869873
1.21,25.972238,14.24544652
1.211,26.062814,14.41272322
1.212,26.24479,14.58051479
1.213,26.432247,14.74880717
1.214,26.559623,14.9175862
1.215,26.83612,15.08683769
1.216,27.244721,15.25654736
1.217,27.516459,15.4267009
1.218,27.883731,15.59728394
1.219,28.154739,15.76828202
1.22,28.675411,15.93968068
1.221,28.778825,16.11146535
1.222,28.888033,16.28362146
1.223,28.915659,16.45613436
1.224,28.918889,16.62898935
1.225,28.784883,16.8021717
1.226,28.563976,16.97566661
1.227,28.443049,17.14945925
1.228,28.317574,17.32353475
1.229,28.390104,17.49787818
1.23,28.543865,17.67247459
1.231,28.847394,17.84730896
1.232,29.225617,18.02236627
1.233,29.563643,18.19763143
1.234,29.975703,18.37308933
1.235,30.234164,18.54872482
1.236,30.67441,18.72452272
1.237,31.107862,18.90046781
1.238,31.580463,19.07654484
1.239,31.665257,19.25273855
1.24,31.965151,19.42903363
1.241,32.106171,19.60541476
1.242,32.103622,19.78186656
1.243,32.497228,19.95837367
1.244,32.624845,20.13492069
1.245,32.70135,20.31149219
1.246,32.777683,20.48807273
1.247,32.955823,20.66464684
1.248,32.922998,20.84119905
1.249,33.031775,21.01771386
1.25,33.09639,21.19417576
1.251,33.267646,21.37056924
1.252,33.538141,21.54687875
1.253,33.678622,21.72308875
1.254,33.73263,21.89918369
1.255,33.86008,22.07514801
1.256,34.02162,22.25096613
1.257,34.158263,22.42662249
1.258,34.252578,22.60210151
1.259,34.365193,22.7773876
1.26,34.478623,22.95246521
1.261,34.600275,23.12731873
1.262,34.665918,23.3019326
1.263,34.653039,23.47629124
1.264,34.485754,23.65037909
1.265,34.143264,23.82418058
1.266,33.665364,23.99768016
1.267,33.180164,24.17086228
1.268,32.816478,24.3437114
1.269,32.820696,24.51621201
1.27,32.694443,24.68834859
1.271,32.688814,24.86010564
1.272,32.801569,25.03146768
1.273,33.002369,25.20241926
1.274,33.239778,25.37294491
1.275,33.611787,25.54302922
1.276,34.052533,25.71265679
1.277,34.351734,25.88181222
1.278,34.469901,26.05048017
1.279,34.453416,26.2186453
1.28,34.370611,26.3862923
1.281,34.277499,26.5534059
1.282,34.280675,26.71997084
1.283,34.309025,26.88597192
1.284,34.418603,27.05139393
1.285,34.516972,27.21622174
1.286,34.587182,27.38044022
1.287,34.451822,27.5440343
1.288,34.629875,27.70698892
1.289,34.806238,27.86928908
1.29,34.910971,28.03091982
1.291,34.937066,28.19186621
1.292,34.967672,28.35211337
1.293,34.881756,28.51164646
1.294,34.720861,28.6704507
1.295,34.617868,28.82851134
1.296,34.320051,28.98581367
1.297,34.077023,29.14234306
1.298,33.870774,29.29808491
1.299,33.724182,29.45302466
1.3,33.670846,29.60714784
1.301,33.637049,29.76043999
1.302,33.709506,29.91288675
1.303,33.733431,30.06447378
1.304,33.837969,30.21518682
1.305,33.834307,30.36501166
1.306,33.787589,30.51393416
1.307,33.520681,30.66194023
1.308,33.138561,30.80901585
1.309,32.411651,30.95514708
1.31,32.056212,31.10032
1.311,31.480358,31.24452082
1.312,30.972525,31.38773576
1.313,30.099012,31.52995116
1.314,29.829567,31.67115338
1.315,29.664979,31.81132889
1.316,29.597965,31.95046423
1.317,29.623887,32.08854599
1.318,30.126003,32.22556086
1.319,30.380358,32.3614956
1.32,30.710019,32.49633704
1.321,30.830828,32.63007209
1.322,30.809673,32.76268776
1.323,30.712564,32.89417113
1.324,30.642186,33.02450934
1.325,30.627689,33.15368964
1.326,30.646005,33.28169937
1.327,30.700308,33.40852593
1.328,30.727353,33.53415683
1.329,29.597859,33.65857966
1.33,29.520413,33.78178209
1.331,29.449932,33.9037519
1.332,29.457229,34.02447695
1.333,29.498093,34.14394519
1.334,29.586599,34.26214467
1.335,29.688435,34.37906352
1.336,29.845235,34.49469
1.337,30.071253,34.60901244
1.338,30.187472,34.72201926
1.339,30.293575,34.83369901
1.34,30.369006,34.94404031
1.341,30.454124,35.05303189
1.342,30.580612,35.1606626
1.343,30.761089,35.26692137
1.344,30.96245,35.37179725
1.345,31.070502,35.47527937
1.346,31.090496,35.577357
1.347,31.151331,35.6780195
1.348,31.210487,35.77725633
1.349,31.263279,35.87505708
1.35,31.269672,35.97141142
1.351,31.226125,36.06630917
1.352,31.233081,36.15974022
1.353,31.100328,36.2516946
1.354,30.96008,36.34216245
1.355,30.805618,36.43113402
1.356,30.675333,36.51859967
1.357,30.544915,36.60454988
1.358,30.484967,36.68897526
1.359,30.510929,36.77186651
1.36,30.62557,36.85321448
1.361,30.76255,36.93301013
1.362,30.833557,37.01124451
1.363,30.950863,37.08790884
1.364,31.084069,37.16299442
1.365,31.167625,37.23649271
1.366,31.12754,37.30839526
1.367,31.112716,37.37869376
1.368,31.069584,37.44738003
1.369,30.996168,37.514446
1.37,30.886,37.57988375
1.371,30.768742,37.64368545
1.372,30.735163,37.70584345
1.373,30.720755,37.76635017
1.374,30.746934,37.82519821
1.375,30.821535,37.88238027
1.376,30.933552,37.93788919
1.377,31.064008,37.99171794
1.378,31.244712,38.04385963
1.379,31.45188,38.09430748
1.38,31.726866,38.14305487
1.381,31.951949,38.1900953
1.382,32.043271,38.23542241
1.383,31.955064,38.27902996
1.384,31.827166,38.32091186
1.385,31.723528,38.36106216
1.386,31.647465,38.39947504
1.387,31.586373,38.43614481
1.388,31.32573,38.47106592
1.389,33.42912,38.50423298
1.39,33.388133,38.53564071
1.391,33.421794,38.56528398
1.392,33.612223,38.5931578
1.393,33.974976,38.61925732
1.394,34.419452,38.64357784
1.395,34.846343,38.66611478
1.396,35.231733,38.68686373
1.397,35.554577,38.70582038
1.398,35.786332,38.72298061
1.399,35.912676,38.73834042
1.4,36.219813,38.75189594
1.401,36.270764,38.76364346
1.402,36.302125,38.77357942
1.403,33.457891,38.78170038
1.404,33.275391,38.78800307
1.405,33.023872,38.79248436
1.406,32.958409,38.79514124
1.407,32.899742,38.79597088
1.408,32.956296,38.79497058
1.409,33.135416,38.79213777
1.41,33.254718,38.78747006
1.411,33.312942,38.78096518
1.412,33.388388,38.77262101
1.413,33.566407,38.7624356
1.414,33.777552,38.75040711
1.415,34.119656,38.73653387
1.416,34.329702,38.72081436
1.417,34.390654,38.70324719
1.418,34.273262,38.68383114
1.419,33.946275,38.66256513
1.42,33.67696,38.63944821
1.421,33.478212,38.61447959
1.422,33.353492,38.58765865
1.423,33.279466,38.55898489
1.424,33.173994,38.52845796
1.425,33.061464,38.49607768
1.426,33.145771,38.46184398
1.427,33.26704,38.42575699
1.428,33.395847,38.38781694
1.429,33.518946,38.34802425
1.43,33.543076,38.30637945
1.431,33.500021,38.26288324
1.432,33.442853,38.21753647
1.433,33.255567,38.17034012
1.434,33.006717,38.12129535
1.435,32.814641,38.07040344
1.436,32.585204,38.01766583
1.437,32.429327,37.96308411
1.438,32.321789,37.90666
1.439,32.25789,37.8483954
1.44,32.157988,37.78829232
1.441,31.952904,37.72635295
1.442,31.700725,37.66257961
1.443,31.36101,37.59697478
1.444,30.932441,37.52954107
1.445,30.448587,37.46028124
1.446,29.924313,37.38919821
1.447,29.389909,37.31629505
1.448,28.796813,37.24157494
1.449,28.143932,37.16504125
1.45,27.475604,37.08669746
1.451,26.890851,37.00654723
1.452,26.60644,36.92459433
1.453,26.406308,36.8408427
1.454,26.360068,36.75529641
1.455,26.443402,36.66795969
1.456,26.438092,36.5788369
1.457,26.356919,36.48793254
1.458,26.262147,36.39525127
1.459,26.399613,36.30079787
1.46,26.583471,36.20457729
1.461,26.546131,36.1065946
1.462,26.411913,36.00685502
1.463,26.285757,35.9053639
1.464,25.999065,35.80212676
1.465,25.796542,35.69714922
1.466,25.753493,35.59043708
1.467,25.789805,35.48199624
1.468,25.816299,35.37183277
1.469,25.782092,35.25995287
1.47,25.719389,35.14636286
1.471,25.619092,35.03106922
1.472,25.638452,34.91407856
1.473,25.769319,34.79539762
1.474,25.765045,34.67503328
1.475,25.659338,34.55299255
1.476,25.376114,34.42928259
1.477,24.952057,34.30391068
1.478,24.666102,34.17688423
1.479,24.254973,34.04821079
1.48,23.994949,33.91789804
1.481,23.756209,33.7859538
1.482,23.518635,33.652386
1.483,24.817988,33.51720273
1.484,22.88636,33.38041217
1.485,22.601647,33.24202267
1.486,22.318626,33.10204268
1.487,22.067771,32.96048078
1.488,21.852031,32.81734569
1.489,21.638171,32.67264624
1.49,21.672504,32.5263914
1.491,21.62169,32.37859026
1.492,21.587681,32.22925202
1.493,21.745577,32.07838603
1.494,21.975327,31.92600173
1.495,22.228327,31.77210869
1.496,24.135264,31.61671663
1.497,24.560207,31.45983535
1.498,24.923153,31.30147479
1.499,25.180322,31.141645
1.5,25.295752,30.98035615
1.501,25.32321,30.81761853
1.502,25.332905,30.65344254
1.503,25.217403,30.48783869
1.504,25.288512,30.32081762
1.505,25.283447,30.15239006
1.506,25.189981,29.98256686
1.507,25.076448,29.811359
1.508,24.775882,29.63877755
1.509,24.537817,29.46483369
1.51,24.559111,29.2895387
1.511,24.406904,29.112904
1.512,24.175278,28.93494107
1.513,23.861591,28.75566154
1.514,23.603087,28.57507711
1.515,23.580677,28.3931996
1.516,23.759226,28.21004093
1.517,24.091247,28.02561312
1.518,24.52099,27.83992828
1.519,25.014967,27.65299863
1.52,25.668322,27.4648365
1.521,26.273384,27.27545429
1.522,26.921667,27.08486452
1.523,27.463539,26.89307978
1.524,27.897931,26.70011277
1.525,28.085775,26.50597629
1.526,28.152093,26.31068322
1.527,27.924512,26.11424653
1.528,27.557819,25.91667928
1.529,27.037323,25.71799461
1.53,26.373605,25.51820578
1.531,25.615712,25.31732609
1.532,24.812401,25.11536897
1.533,24.155399,24.91234789
1.534,23.665703,24.70827644
1.535,23.305956,24.50316827
1.536,23.049908,24.29703711
1.537,22.945594,24.08989678
1.538,22.933918,23.88176118
1.539,23.000755,23.67264428
1.54,23.116437,23.46256011
1.541,23.257263,23.2515228
1.542,23.255859,23.03954654
1.543,23.059946,22.8266456
1.544,22.781119,22.61283431
1.545,22.287049,22.39812708
1.546,21.776499,22.18253837
1.547,21.191977,21.96608274
1.548,20.689208,21.74877478
1.549,20.083075,21.53062917
1.55,19.580605,21.31166064
1.551,19.257156,21.09188398
1.552,18.995117,20.87131406
1.553,18.83501,20.64996578
1.554,18.737425,20.42785413
1.555,18.597556,20.20499413
1.556,18.502717,19.98140088
1.557,18.282128,19.75708951
1.558,17.896734,19.53207521
1.559,17.851964,19.30637324
1.56,17.817874,19.07999889
1.561,17.858296,18.85296751
1.562,17.974286,18.62529449
1.563,18.240003,18.39699527
1.564,18.649159,18.16808533
1.565,19.101808,17.93858022
1.566,19.511976,17.70849549
1.567,19.809419,17.47784676
1.568,19.869537,17.24664969
1.569,19.734387,17.01491997
1.57,19.359665,16.78267333
1.571,18.74996,16.54992552
1.572,18.04078,16.31669236
1.573,17.216915,16.08298968
1.574,16.185996,15.84883334
1.575,15.41976,15.61423923
1.576,14.516567,15.37922329
1.577,13.671669,15.14380145
1.578,12.957624,14.90798971
1.579,12.453809,14.67180407
1.58,12.175666,14.43526055
1.581,11.971576,14.1983752
1.582,11.855355,13.9611641
1.583,11.886158,13.72364333
1.584,12.041682,13.48582901
1.585,12.084791,13.24773726
1.586,12.126812,13.00938422
1.587,12.168876,12.77078604
1.588,12.135578,12.5319589
1.589,12.007254,12.29291898
1.59,11.736079,12.05368246
1.591,11.303529,11.81426554
1.592,10.793542,11.57468442
1.593,10.29734,11.33495532
1.594,9.874208,11.09509446
1.595,9.419282,10.85511805
1.596,9.054107,10.6150423
1.597,8.830453,10.37488345
1.598,8.760258,10.13465771
1.599,8.686506,9.8943813
1.6,8.597155,9.654070428
1.601,8.493494,9.413741304
1.602,8.322761,9.173410128
1.603,8.008501,8.933093095
1.604,7.852496,8.692806388
1.605,7.553236,8.452566178
1.606,7.206001,8.212388628
1.607,6.915603,7.972289884
1.608,6.625984,7.732286079
1.609,6.458663,7.492393328
1.61,6.468641,7.252627729
1.611,6.650768,7.013005363
1.612,6.925606,6.773542287
1.613,7.295918,6.534254538
1.614,3.853359,6.295158132
1.615,4.075644,6.056269057
1.616,4.13118,5.817603276
1.617,4.373013,5.579176727
1.618,4.437119,5.341005316
1.619,4.332942,5.103104923
1.62,4.134577,4.865491392
1.621,3.745935,4.628180539
1.622,3.398934,4.391188143
1.623,3.020646,4.154529948
1.624,2.621967,3.918221664
1.625,2.272997,3.682278959
1.626,1.794677,3.446717464
1.627,1.38913,3.21155277
1.628,0.94075,2.976800425
1.629,0.514262,2.742475932
1.63,-0.004686,2.508594752
1.631,-0.620488,2.2751723
1.632,-0.972399,2.042223941
1.633,-1.383712,1.809764996
1.634,-1.924416,1.57781073
1.635,-2.463476,1.346376363
1.636,-2.999659,1.115477059
1.637,-3.445665,0.88512793
1.638,-3.795511,0.65534403
1.639,-3.936658,0.42614036
1.64,-3.973829,0.197531863
1.641,-3.899796,-0.030466579
1.642,-3.786978,-0.257840142
1.643,-3.675046,-0.484574063
1.644,-3.530038,-0.710653645
1.645,-3.403187,-0.936064251
1.646,-3.402629,-1.16079131
1.647,-3.382076,-1.38482032
1.648,-3.441728,-1.608136842
1.649,-4.008683,-1.83072651
1.65,-4.667724,-2.052575026
1.651,-5.249812,-2.273668163
1.652,-5.864195,-2.493991767
1.653,-6.614975,-2.713531758
1.654,-7.193076,-2.93227413
1.655,-7.620268,-3.150204952
1.656,-8.067635,-3.367310373
1.657,-8.379346,-3.583576619
1.658,-8.326068,-3.798989993
1.659,-8.156623,-4.013536883
1.66,-7.84999,-4.227203756
1.661,-7.621289,-4.439977163
1.662,-7.461329,-4.651843738
1.663,-7.371982,-4.862790201
1.664,-7.474605,-5.072803359
1.665,-7.570673,-5.281870105
1.666,-7.746,-5.48997742
1.667,-8.250914,-5.697112378
1.668,-8.685866,-5.903262141
1.669,-9.043493,-6.108413962
1.67,-9.512849,-6.31255519
1.671,-9.895474,-6.515673265
1.672,-10.345772,-6.717755723
1.673,-10.639194,-6.918790197
1.674,-10.837904,-7.118764416
1.675,-10.855911,-7.317666207
1.676,-11.016253,-7.515483497
1.677,-10.895726,-7.712204312
1.678,-10.65255,-7.90781678
1.679,-10.394219,-8.102309132
1.68,-9.868626,-8.295669699
1.681,-9.68035,-8.48788692
1.682,-9.258702,-8.678949337
1.683,-8.944579,-8.868845597
1.684,-8.866786,-9.057564456
1.685,-8.715321,-9.245094777
1.686,-8.828059,-9.431425533
1.687,-8.954118,-9.616545804
1.688,-9.193704,-9.800444784
1.689,-9.473401,-9.983111775
1.69,-9.914775,-10.1645362
1.691,-10.57241,-10.34470757
1.692,-11.064958,-10.52361556
1.693,-11.58676,-10.7012499
1.694,-12.176629,-10.87760048
1.695,-12.617324,-11.05265729
1.696,-13.057406,-11.22641043
1.697,-13.161974,-11.39885014
1.698,-13.38174,-11.56996677
1.699,-13.557699,-11.73975077
1.7,-13.69302,-11.90819274
1.701,-13.849749,-12.07528338
1.702,-14.138533,-12.24101354
1.703,-14.380975,-12.40537416
1.704,-14.795165,-12.56835632
1.705,-15.226574,-12.72995122
1.706,-15.570615,-12.8901502
1.707,-15.93286,-13.0489447
1.708,-16.413164,-13.20632632
1.709,-16.916272,-13.36228675
1.71,-17.483383,-13.51681784
1.711,-17.926525,-13.66991155
1.712,-18.235325,-13.82155997
1.713,-18.316169,-13.97175533
1.714,-18.141675,-14.12048999
1.715,-18.151828,-14.26775643
1.716,-18.089168,-14.41354727
1.717,-18.208422,-14.55785526
1.718,-18.247443,-14.70067329
1.719,-18.234666,-14.84199437
1.72,-18.402725,-14.98181166
1.721,-18.360708,-15.12011845
1.722,-18.229042,-15.25690815
1.723,-18.097447,-15.39217432
1.724,-18.06956,-15.52591066
1.725,-18.151124,-15.658111
1.726,-18.35914,-15.78876931
1.727,-18.495022,-15.91787969
1.728,-18.631743,-16.04543639
1.729,-18.913305,-16.1714338
1.73,-19.295008,-16.29586642
1.731,-19.83319,-16.41872894
1.732,-20.433622,-16.54001614
1.733,-21.106346,-16.65972298
1.734,-21.742944,-16.77784453
1.735,-22.275064,-16.89437602
1.736,-23.040543,-17.00931281
1.737,-23.321566,-17.12265042
1.738,-23.450293,-17.23438449
1.739,-23.497112,-17.34451082
1.74,-23.3521,-17.45302534
1.741,-23.19446,-17.55992413
1.742,-22.800516,-17.66520341
1.743,-22.805445,-17.76885955
1.744,-22.936925,-17.87088906
1.745,-22.987236,-17.97128859
1.746,-23.179761,-18.07005495
1.747,-23.520486,-18.16718507
1.748,-23.860531,-18.26267604
1.749,-24.193357,-18.35652511
1.75,-24.660525,-18.44872963
1.751,-25.156837,-18.53928715
1.752,-25.660182,-18.62819534
1.753,-26.062826,-18.715452
1.754,-26.533444,-18.8010551
1.755,-26.937638,-18.88500274
1.756,-27.169598,-18.96729319
1.757,-27.28817,-19.04792484
1.758,-27.616093,-19.12689624
1.759,-27.805269,-19.20420609
1.76,-26.419084,-19.27985322
1.761,-28.02925,-19.35383661
1.762,-28.069021,-19.42615541
